Name,lat,lon,address,phone,URLs,description
,52.6866068,-1.2660455,"Markfield Lane, Charnwood, LE67 9RF, United Kingdom",,,
,53.250106,-1.9107191,"131, London Road, Buxton, SK17 9NW, United Kingdom",,,
,55.8317061,-4.0333295,"Phoenix Crescent, Bellshill, ML4 3JQ, GB",+44 1698 395 500,,
,53.3152487,-3.0525782,"Neston Road, Wirral, CH63 1JF, United Kingdom",,,
,50.7265806,-1.166137,"Argyll Street, Ryde, PO33 3BG, United Kingdom",,,
,51.2765014,-2.4719024,"Charlton Lane, Kilmersdon, BA3 4BE, United Kingdom",,,
,53.850648,-2.7482176,"St Michael's Road, Wyre, PR3 0RN, United Kingdom",,,
,51.6812478,0.028221,"Old Shire Lane, Epping Forest, EN9 3LX, United Kingdom",,,
,51.7876317,-2.2729496,"Haresfield Lane, Stroud, GL10 3DS, United Kingdom",,,
,51.7818004,0.0483957,"Briggens Park Road, East Hertfordshire, SG12 8LB, United Kingdom",,,
,51.3735521,-0.4154404,"Ashley Park Road, Walton-On-Thames, KT12 1JP, United Kingdom",,,
,53.7439929,-0.3766045,"Anlaby Road, Hull, HU3 6EP, United Kingdom",,,
,54.4022955,-3.3725274,"Santon Bridge, Wasdale, Holmrook, CA19 1UX, GB",+44 1946 726221,,
,51.5297557,-0.1224147,"2-4, Crestfield Street, London, WC1H 8AT, United Kingdom",,,
,51.5302618,-0.1229357,"9-11, Euston Road, London, NW1 2SA, United Kingdom",,,
,59.9396617,-1.3248451,"North Loch Road, Shetland, ZE2 9JE, United Kingdom",,,
,60.762836,-0.8387496,"A968, Shetland, ZE2 9DS, United Kingdom",,,
,59.998817,-1.2563937,"Brakefield Road, Hoswick, ZE2 9JN, United Kingdom",,,
,56.8193271,-5.1066389,"The Parade, Fort William, PH33 6AZ, United Kingdom",+44 1397 702241,,
,56.8150526,-5.1157991,"Achintore Road, Fort William, PH33 6ED, United Kingdom",,,
,51.2715769,0.5247389,"Lower Stone Street, Maidstone, ME15 6LX, United Kingdom",,,
,56.8187737,-5.1106649,"Fraser Square, Fort William, PH33 6DW, GB",,,
,51.3818286,-2.5090799,"2, Fairy Hill, Bristol, BS39 4LH, United Kingdom",,,
,51.3127223,0.859816,"London Road, Faversham, ME13 0RH, United Kingdom",+44 1795 591818,,
,55.7871053,-4.0351196,"ML3 6JW, United Kingdom",,,
,52.0239567,0.2383467,"8-12, High Street, Uttlesford, CB10 1AZ, United Kingdom",,,
,52.1334075,-0.9906163,"219, Watling Street, Towcester, NN12 6BX, GB",,,
,51.3617505,-0.1966293,"Gibson Road, London, SM1 2RF, United Kingdom",,,
,51.8576372,-1.1149228,"Ploughley Road, Cherwell, OX25 1NY, United Kingdom",+44 1869 247170,,
,51.5139673,-3.4944015,"M4, Pencoed, CF35 5HY, United Kingdom",+44 333 777 3644,,
,51.5462376,-0.8097652,"High Street, Hurley, SL6 5LX, United Kingdom",+441628 825 881,,
,52.8043555,-1.6339509,"Station Street, Burton-on-Trent, DE14 1BN, United Kingdom",,,
,51.9246314,-0.2449757,"Sperberry Hill, North Hertfordshire, SG4 7JL, United Kingdom",,,
,52.3351804,0.5304844,"The Street, Bury St Edmunds, IP28 6AA, United Kingdom",,,
,51.2792299,-1.102103,"Popley Way, Basingstoke, RG24 9NU, GB",,,
,50.8824544,0.3514076,"The Strait, Wealden, BN27 4RZ, United Kingdom",,,
,51.4926963,-0.2507834,"Chiswick High Road, London, W4 2LS, United Kingdom",,,
,51.185269,0.8176243,"Maidstone Road, Ashford, TN25 4LP, United Kingdom",,,
,51.1877171,0.8125625,"Maidstone Road, Ashford, TN26 1AR, United Kingdom",,,
,51.741965,-1.1156752,"London Road, Wheatley, OX33 1JH, United Kingdom",,,
,52.560272,-1.3106469,"6, Station Road, Elmesthorpe, LE9 7SG, GB",,,
,51.486375,-0.0843308,"Beaconsfield Road, London, SE17 2EN, United Kingdom",,,
,51.5148444,-3.5238172,"Coed-y-Mwstwr, Coychurch, CF35 5TA, United Kingdom",,,
,52.3359981,0.4901021,"Mildenhall Road, West Suffolk, IP28 8RX, United Kingdom",,,
,52.3411919,0.5084877,"17, Mill Street, Bury St Edmunds, IP28 7DP, United Kingdom",,,
,56.3928267,-3.4373886,"Leonard Street, Perth, PH2 8HB, United Kingdom",,,
,52.9523282,-1.1537663,"Saint James's Street, Nottingham, NG1 6BN, United Kingdom",,,
,51.5726016,-0.8689279,"Ridgewood, Henley-on-Thames, RG9 6RP, GB",+441491571227,,
,53.4396161,-2.2205494,"340, Wilmslow Road, Manchester, M14 6AF, GB",,,
,53.8090569,-1.7673124,"308, Manningham Lane, Bradford, BD8 7AX, United Kingdom",,,
,53.4228241,-2.2399336,"Palatine Road, Manchester, M20 3YH, United Kingdom",,,
,51.742006,-0.4969755,"London Road, Dacorum, HP1 2RA, United Kingdom",,,
,52.8680689,-1.3714718,"Derby, DE72 2WW, United Kingdom",,,
,51.2953629,-0.329158,"9-11, High Street, Leatherhead, KT22 8AA, United Kingdom",,,
,51.5321106,-0.1094659,"60, Pentonville Road, London, N1 9LA, GB",+44 20 7282 5500,,
,51.490333,-0.138557,"68-76, Belgrave Road, London, SW1V 2BP, United Kingdom",,,
,51.5117638,-0.0115052,"7, Ida Street, London, E14 6LT, United Kingdom",,,
,51.2312897,-2.3216417,"5, Market Place, Frome, BA11 1AF, United Kingdom",,,
,55.9359923,-4.5256377,"Dumbarton Road, Milton, G82 2TD, United Kingdom",,,
,55.8549382,-4.2505018,"Stockwell Street, Glasgow, G1 4LR, United Kingdom",,,
,55.8607955,-4.245221,"187, George Street, Glasgow, G1 1YU, United Kingdom",+44 333 7777294,,
,55.8617968,-4.2505705,"40, George Square, Glasgow, G2 1DS, United Kingdom",,,
,51.4906272,-0.138381,"55, Belgrave Road, London, SW1V 2BB, United Kingdom",,,
,56.6746527,-5.2437156,"A828, Kentallen, PA38 4BF, United Kingdom",,,
,56.6426705,-5.2744054,"A828, Duror, PA38 4BP, United Kingdom",,,
,56.4206351,-5.4713891,"Dunollie Road, Oban, PA34 5JL, United Kingdom",,,
,56.2615558,-5.4745655,"A816, Kilmelford, PA34 4XH, United Kingdom",,,
,51.490678,-0.1385005,"51, Belgrave Road, London, SW1V 2BP, United Kingdom",,,
,51.4907457,-0.1386425,"49, Belgrave Road, London, SW1V 2BB, United Kingdom",,,
,51.490806,-0.1387856,"45, Belgrave Road, London, SW1V 2BB, United Kingdom",,,
,51.6032893,0.0108502,"30, Oak Hill, Woodford Green, IG8 9NY, GB",,,
,54.8697426,-1.8587961,"Front Street, Consett, DH8 0HU, United Kingdom",,,
,52.4094423,-1.517816,"Lower Holyhead Road, Coventry, CV1 3DS, United Kingdom",,,
,51.4922185,-0.145766,"30, Hugh Street, London, SW1V 1QJ, United Kingdom",,,
,51.4921849,-0.1458119,"32, Hugh Street, London, SW1V 1QJ, United Kingdom",,,
,51.4920413,-0.1460686,"8-12, St George's Drive, London, SW1V 4BJ, United Kingdom",,,
,51.4921418,-0.1458604,"34, Hugh Street, London, SW1V 1QJ, United Kingdom",,,
,51.491896,-0.1418151,"44, Belgrave Road, London, SW1V 1RG, United Kingdom",,,
,51.4908881,-0.1389518,"37-41, Belgrave Road, London, SW1V 2BB, United Kingdom",,,
,56.2043642,-4.7430449,"A83, Arrochar, G83 7AU, United Kingdom",,,
,50.721383,-1.8456578,"21-25, Boscombe Spa Road, Bournemouth, BH5 1AX, United Kingdom",,,
,51.8165105,0.6671284,"London Road, Braintree, CM8 3HA, United Kingdom",,,
,51.4581657,-1.4803618,"Ermin Street, Great Shefford, RG17 7AA, United Kingdom",,,
,53.9543459,-1.071218,"Barbican Road, York, YO10 5AA, United Kingdom",,,
,54.4339537,-0.5342986,"Station Road, Whitby, YO22 4RL, United Kingdom",+441947 880205,,
,52.4699999,-1.7267286,"117, Coleshill Road, Solihull, B37 7HT, United Kingdom",,,
,51.2355447,-0.5737884,"91, High Street, Guildford, GU1 3DP, United Kingdom",+44 1483 564555,,
,51.8931217,-1.1887173,"A4095, Cherwell, OX26 1UF, United Kingdom",,,
,55.7685957,-4.0120163,"Carlisle Road, Ferniegair, ML3 7JS, United Kingdom",,,
,50.3529719,-3.5900668,"Townstal Road, Dartmouth, TQ6 9HY, United Kingdom",,,
,52.3378763,-0.1593337,"Longstaff Way, Huntingdonshire, PE29 1YS, United Kingdom",,,
,57.2048658,-3.8224383,"Broomhill Court, Aviemore, PH22 1TW, United Kingdom",,,
,52.3832755,-1.4082479,"Main Street, Rugby, CV8 3FW, GB",,,
,53.151261,-4.2020605,"Ffordd Llanberis, Llanrug, LL55 2AX, United Kingdom",,,
,56.4690068,-2.881441,"West Queen Street, Dundee, DD5 1AU, United Kingdom",,,
,53.8420194,-0.4327711,"30-34, Lairgate, Beverley, HU17 8EP, United Kingdom",+44 3330 034184,,
,51.1776391,-1.755386,"Solstice Park Avenue, Amesbury, SP4 7SQ, United Kingdom",,,
,57.5817095,-4.1304627,"Union Street, Fortrose, IV10 8TD, United Kingdom",+44 1381 620236,,
,53.5780645,-2.0014043,"Huddersfield Road, Oldham, OL3 5NA, United Kingdom",,,
,56.0326549,-3.3921577,"31,33, Boreland Road, Inverkeithing, KY11 1DA, GB",,,
,51.2690815,-1.0883653,"Vyne Road, Basingstoke and Deane, RG21 5ND, United Kingdom",,,
,50.8076739,0.1565319,"High Street, Wealden, BN26 5TA, United Kingdom",,,
,52.8990771,-1.8628812,"Church Street, Uttoxeter, ST14 8AG, United Kingdom",,,
,52.8981878,-1.8664465,"Carter Street, Uttoxeter, ST14 8EU, United Kingdom",,,
,56.2406894,-4.2018745,"Stirling Road, Callander, FK17 8DL, United Kingdom",,,
,54.7407822,-1.5195471,"Bowburn Hall Road, Durham, DH6 5NH, GB",+44 1913 770311,,
,55.8007144,-4.0417557,"Clyde Walkway, Bellshill, G71 8NY, United Kingdom",,,
,56.7021557,-4.2016951,"B846, Kinloch Rannoch, PH16 5PS, United Kingdom",,,
,53.7682159,-1.5537136,"348, Dewsbury Road, Leeds, LS11 7BD, United Kingdom",+44 113 277 3706,,
,50.7223365,-3.535106,"Mary Archers Street, Exeter, EX4 3AZ, United Kingdom",+44 1392 217736,,
,50.7270142,-3.5367503,"Bystock Terrace, Exeter, EX4 4HY, United Kingdom",,,
,55.7913578,-3.9955426,"High Road, Motherwell, ML1 3JR, United Kingdom",,,
,51.3038527,-0.721404,"Lake Road, Surrey Heath, GU16 6JR, United Kingdom",,,
,51.3130158,-0.2594057,"Langley Vale Road, Epsom and Ewell, KT18 5LG, United Kingdom",,,
,57.5672288,-4.1731335,"Bridge Street, Avoch, IV9 8PP, United Kingdom",,,
,51.8290226,-0.4443934,"London Road, St Albans, AL3 8HH, United Kingdom",,,
,51.515473,-0.1570192,"30, Portman Square, London, W1H 7BH, United Kingdom",,,
,50.9611084,-0.7740392,"Bepton Road, Midhurst, GU29 0JB, United Kingdom",,,
,51.5243225,-0.1283055,"Tavistock Square, London, WC1H 9EU, United Kingdom",,,
,51.5207075,-0.1235907,"83-93, Southampton Row, London, WC1B 4HD, GB",+44 20 7636 7822,,
,51.520684,-0.1228137,"126, Southampton Row, London, WC1B 5AD, United Kingdom",,,
,51.8435172,0.7322559,"B1024, Braintree, CO5 9EG, United Kingdom",,,
,51.0908384,0.6895804,"Ashford Road, Ashford, TN30 6SP, GB",,,
,51.0907645,0.6885522,"Ashford Road, Ashford, TN30 6HX, GB",,,
,51.526395,-0.129567,"8-11, Upper Woburn Place, London, WC1H 0JW, United Kingdom",,,
,51.5276532,-0.1273678,"Mabledon Place, London, WC1H 9AZ, United Kingdom",,,
,53.2486253,-3.1323548,"34, Chester Street, Flint, CH6 5DH, United Kingdom",,,
,53.3194033,-3.2725707,"A548, Mostyn, CH8 9HE, United Kingdom",+44 1745 561197,,
,53.4556862,-2.2036703,"Whiley Street, Manchester, M13 0WR, United Kingdom",,,
,53.3244021,-3.8276543,"St Georges Crescent, Llandudno, LL30 2LF, GB",,,
,53.3232357,-3.8240829,"Vaughan Street, Llandudno, LL30 1AP, GB",,,
,53.3230859,-3.8233487,"Mostyn Crescent, Llandudno, LL30 1AN, GB",,,
,56.3202206,-2.7303437,"A917, St Andrews, KY16 8PN, United Kingdom",,,
,50.4007076,-3.494679,"Berry Head Road, Brixham, TQ5 9AJ, United Kingdom",,,
,51.5404552,-0.146061,"Sulfolk Walk, London, NW1 7BY, United Kingdom",,,
,52.4453307,-1.1159044,"Lutterworth Road, Lutterworth, LE17 6JE, GB",,,
,55.4967802,-1.6353101,"Front Street, Embleton, Northumberland, NE66 3UN, United Kingdom",+44 1665 576111,,
,53.770206,-1.7513592,"Chase Way, Bradford, BD5 8HW, United Kingdom",,,
,54.6081411,-3.1454469,"Vicarage Hill, Keswick, CA12 5QQ, United Kingdom",,,
,52.2405601,-3.3784603,"Cilgant i'r de / South Crescent, Llandrindod, LD1 5DH, United Kingdom",,,
,52.753543,-2.73908,"Ellesmere Road, Shrewsbury, SY4 3AF, GB",,,
,52.6467005,-0.475682,"36-38, High Street St Martin's, Stamford, PE9 2LJ, United Kingdom",+44 1780 750070,,
,50.7291814,-3.5368084,"7, Howell Road, Exeter, EX4 4LG, United Kingdom",,,
,56.5172323,-5.9467348,"A848, Salen, PA72 6JE, United Kingdom",,,
,57.1623949,-3.8642421,"B9152, Aviemore, PH22 1QB, United Kingdom",+44 1479 810207,,
,55.9855985,-4.305757,"Glasgow Road, Strathblane, G63 9EE, United Kingdom",,,
,53.3453137,-2.2158202,"Wilmslow Road, SK9 3EW, United Kingdom",,,
,50.4671582,-3.5392747,"Falkland Road, Torquay, TQ2 5JP, United Kingdom",,,
,50.4670417,-3.5391644,"Belgrave Road, Torquay, TQ2 5HP, United Kingdom",,,
,50.4669678,-3.5390919,"Belgrave Road, Torquay, TQ2 5HP, United Kingdom",,,
,50.4665815,-3.5387958,"Belgrave Road, Torquay, TQ2 5HP, United Kingdom",,,
,53.8297624,-0.1095311,"Seaside Road, Aldbrough, HU11 4RX, United Kingdom",+44 1964 527246,,
,52.2147379,0.1283075,"74-76, Chesterton Road, Cambridge, CB4 1ER, United Kingdom",,,
,52.4730074,-1.9586232,"Hagley Road, Birmingham, B17 8DH, United Kingdom",,,
,52.4730279,-1.9579123,"Hagley Road, Birmingham, B17 8DJ, United Kingdom",,,
,53.4791781,-2.2332353,"1-3, Piccadilly, Manchester, M1 1LZ, GB",,,
,53.495237,-2.2183302,"Thornton Street North, Manchester, M40 8LG, United Kingdom",,,
,51.5225673,-0.0868331,"1-23, City Road, London, EC1Y 1AG, United Kingdom",,,
,50.4393108,-3.5603619,"Lower Polsham Road, Paignton, TQ3 2BA, United Kingdom",,,
,50.4390891,-3.55989,"Esplanade Road, Paignton, TQ4 6BL, United Kingdom",,,
,50.4389098,-3.5599874,"Esplanade Road, Paignton, TQ4 6BL, United Kingdom",,,
,50.4387969,-3.5600409,"Esplanade Road, Paignton, TQ4 6BL, United Kingdom",,,
,50.4387024,-3.5600741,"Steartfield Road, Paignton, TQ4 6BL, United Kingdom",,,
,50.4386154,-3.5601113,"Steartfield Road, Paignton, TQ4 6BL, United Kingdom",,,
,50.4386655,-3.5624974,"Warefield Road, Paignton, TQ3 2BJ, United Kingdom",,,
,50.4363194,-3.5608585,"Beach Road, Paignton, TQ4 6BE, United Kingdom",,,
,50.4360928,-3.5615573,"Kernou Road, Paignton, TQ4 6AZ, United Kingdom",,,
,50.4342106,-3.5606616,"Adelphi Road, Paignton, TQ4 6AR, United Kingdom",,,
