orig_indexA,orig_indexB,duplicate_prob,pred_label,true_label,pred_string,true_string,distance_m
37694,9570,0.0848357081413269,0,0,non-duplicate,non-duplicate,179.87456326302632
37694,11256,0.08413316309452057,0,0,non-duplicate,non-duplicate,187.1267297769095
37694,6413,0.07939422875642776,0,0,non-duplicate,non-duplicate,273.28493810783135
37694,4074,0.08344200998544693,0,0,non-duplicate,non-duplicate,316.1577897772954
37694,6819,0.09332524985074997,0,0,non-duplicate,non-duplicate,357.4010451268998
37694,4095,0.07772786170244217,0,0,non-duplicate,non-duplicate,272.5696843382795
37694,4083,0.08439580351114273,0,0,non-duplicate,non-duplicate,173.56300191728758
33976,5541,0.11837770789861679,0,0,non-duplicate,non-duplicate,203.62740279198172
33976,33658,0.07894999533891678,0,0,non-duplicate,non-duplicate,216.86310654056518
33976,33449,0.12178938090801239,0,0,non-duplicate,non-duplicate,203.19173702420045
33976,6319,0.858268678188324,1,0,duplicate,non-duplicate,16.406953961823437
33976,5869,0.08080397546291351,0,0,non-duplicate,non-duplicate,203.97662997609933
33976,34037,0.10293694585561752,0,0,non-duplicate,non-duplicate,99.23241126855986
33976,6146,0.11543264240026474,0,0,non-duplicate,non-duplicate,152.14225887271706
33976,33959,0.07866563647985458,0,0,non-duplicate,non-duplicate,218.33719496052154
33976,6067,0.0971355065703392,0,0,non-duplicate,non-duplicate,231.8248416667782
33976,6188,0.097130686044693,0,0,non-duplicate,non-duplicate,175.65186912586572
33976,6097,0.08678656816482544,0,0,non-duplicate,non-duplicate,175.9897754964576
33976,33491,0.09913395345211029,0,0,non-duplicate,non-duplicate,202.59062763956888
33976,33920,0.09596578031778336,0,0,non-duplicate,non-duplicate,138.26464659141033
33976,34061,0.08993402868509293,0,0,non-duplicate,non-duplicate,197.0184605421014
33976,5760,0.12265418469905853,0,0,non-duplicate,non-duplicate,224.89147700854787
33976,33856,0.09619887173175812,0,0,non-duplicate,non-duplicate,243.38948787817145
33976,33143,0.12364589422941208,0,0,non-duplicate,non-duplicate,126.3691131884549
33976,33382,0.12265418469905853,0,0,non-duplicate,non-duplicate,224.89147700854787
33976,6223,0.07866563647985458,0,0,non-duplicate,non-duplicate,218.33719496052154
33976,33380,0.11051642149686813,0,0,non-duplicate,non-duplicate,142.86374533894562
33976,6192,0.10921843349933624,0,0,non-duplicate,non-duplicate,152.52585808992268
33976,33535,0.12275541573762894,0,0,non-duplicate,non-duplicate,91.65559486073953
33976,33786,0.09259971231222153,0,0,non-duplicate,non-duplicate,204.66606055312985
33976,33750,0.0971355065703392,0,0,non-duplicate,non-duplicate,231.8248416667782
33976,5878,0.12275541573762894,0,0,non-duplicate,non-duplicate,91.65559486073953
33976,33523,0.7403179407119751,1,0,duplicate,non-duplicate,15.262475358119746
33976,33524,0.08080397546291351,0,0,non-duplicate,non-duplicate,203.97662997609933
33976,5993,0.07894999533891678,0,0,non-duplicate,non-duplicate,216.86310654056518
33976,5982,0.10437574237585068,0,0,non-duplicate,non-duplicate,189.4523662229846
33976,33729,0.09493792057037354,0,0,non-duplicate,non-duplicate,187.70967386813342
33976,33793,0.08678656816482544,0,0,non-duplicate,non-duplicate,175.9897754964576
33976,33594,0.07661683857440948,0,0,non-duplicate,non-duplicate,156.94654419425993
33976,33503,0.1046505868434906,0,0,non-duplicate,non-duplicate,292.13923552911
33976,6158,0.11667431145906448,0,0,non-duplicate,non-duplicate,161.5037814497503
33976,6325,0.09616020321846008,0,0,non-duplicate,non-duplicate,253.60099603968894
33976,6071,0.13395409286022186,0,0,non-duplicate,non-duplicate,111.62566832339425
33976,34112,0.858268678188324,1,0,duplicate,non-duplicate,16.406953961823437
33976,33939,0.11659567058086395,0,0,non-duplicate,non-duplicate,189.12410917237816
33976,33646,0.10437574237585068,0,0,non-duplicate,non-duplicate,189.4523662229846
33976,5840,0.09913395345211029,0,0,non-duplicate,non-duplicate,202.59062763956888
33976,33313,0.0914733037352562,0,0,non-duplicate,non-duplicate,252.17336326135788
33976,33953,0.11007577925920486,0,0,non-duplicate,non-duplicate,187.95161072960906
33976,5661,0.8250883221626282,1,0,duplicate,non-duplicate,19.9481826798808
33976,33515,0.11173880845308304,0,0,non-duplicate,non-duplicate,141.9785835874687
33976,6301,0.08993402868509293,0,0,non-duplicate,non-duplicate,197.0184605421014
33976,6208,0.11659567058086395,0,0,non-duplicate,non-duplicate,189.12410917237816
33976,34052,0.10338045656681061,0,0,non-duplicate,non-duplicate,100.47630394322309
33976,6251,0.11082889884710312,0,0,non-duplicate,non-duplicate,177.31454511284295
33976,6226,0.09829685091972351,0,0,non-duplicate,non-duplicate,185.1494681696993
33976,33992,0.11082889884710312,0,0,non-duplicate,non-duplicate,177.31454511284295
33976,6169,0.1170046329498291,0,0,non-duplicate,non-duplicate,149.46762887990678
33976,5813,0.12178938090801239,0,0,non-duplicate,non-duplicate,203.19173702420045
33976,6074,0.11285332590341568,0,0,non-duplicate,non-duplicate,201.07930609900396
33976,5868,0.7403179407119751,1,0,duplicate,non-duplicate,15.262475358119746
33976,33354,0.0906105786561966,0,0,non-duplicate,non-duplicate,230.5138978392744
33976,33760,0.11285332590341568,0,0,non-duplicate,non-duplicate,201.07930609900396
33976,33860,0.11543264240026474,0,0,non-duplicate,non-duplicate,152.14225887271706
33976,6092,0.09259971231222153,0,0,non-duplicate,non-duplicate,204.66606055312985
33976,6219,0.11007577925920486,0,0,non-duplicate,non-duplicate,187.95161072960906
33976,6196,0.0859789326786995,0,0,non-duplicate,non-duplicate,140.0016009209061
33976,5537,0.10559975355863571,0,0,non-duplicate,non-duplicate,148.59616243533398
33976,5964,0.11342987418174744,0,0,non-duplicate,non-duplicate,139.25542506419632
33976,6048,0.09493792057037354,0,0,non-duplicate,non-duplicate,187.70967386813342
33976,6207,0.10460823774337769,0,0,non-duplicate,non-duplicate,142.8721339827943
33976,6362,0.8238173723220825,1,0,duplicate,non-duplicate,39.50392397811627
33976,6153,0.10608354955911636,0,0,non-duplicate,non-duplicate,112.85972956330768
33976,6352,0.09569612890481949,0,0,non-duplicate,non-duplicate,191.82534339365452
33976,33951,0.1925712674856186,0,0,non-duplicate,non-duplicate,139.46741183387596
33976,33132,0.11837770789861679,0,0,non-duplicate,non-duplicate,203.62740279198172
33976,33891,0.1170046329498291,0,0,non-duplicate,non-duplicate,149.46762887990678
33976,33731,0.12042989581823349,0,0,non-duplicate,non-duplicate,148.97398943332263
33976,34133,0.09616020321846008,0,0,non-duplicate,non-duplicate,253.60099603968894
33976,34156,0.08935414254665375,0,0,non-duplicate,non-duplicate,208.8711876228451
33976,33597,0.10396783798933029,0,0,non-duplicate,non-duplicate,182.8875317048034
33976,33266,0.09323064237833023,0,0,non-duplicate,non-duplicate,189.24233282035888
33976,6142,0.09619887173175812,0,0,non-duplicate,non-duplicate,243.38948787817145
33976,34009,0.08844494074583054,0,0,non-duplicate,non-duplicate,232.39832392352855
33976,33407,0.103570356965065,0,0,non-duplicate,non-duplicate,133.64100969137294
33976,33398,0.08767757564783096,0,0,non-duplicate,non-duplicate,138.38715497004586
33976,5529,0.10237398743629456,0,0,non-duplicate,non-duplicate,113.90934159398817
33976,33318,0.12810273468494415,0,0,non-duplicate,non-duplicate,199.67673734120336
33976,6253,0.07789329439401627,0,0,non-duplicate,non-duplicate,128.49120073467546
33976,6191,0.09596578031778336,0,0,non-duplicate,non-duplicate,138.26464659141033
33976,6285,0.10293694585561752,0,0,non-duplicate,non-duplicate,99.23241126855986
33976,33612,0.10981650650501251,0,0,non-duplicate,non-duplicate,266.8739461960868
33976,5588,0.11000648140907288,0,0,non-duplicate,non-duplicate,273.77630053884565
33976,33995,0.07789329439401627,0,0,non-duplicate,non-duplicate,128.49120073467546
33976,33806,0.09790383279323578,0,0,non-duplicate,non-duplicate,179.162150615089
33976,6263,0.08844494074583054,0,0,non-duplicate,non-duplicate,232.39832392352855
33976,33756,0.13395409286022186,0,0,non-duplicate,non-duplicate,111.62566832339425
33976,34031,0.10150308907032013,0,0,non-duplicate,non-duplicate,131.49546861318976
33976,33626,0.11342987418174744,0,0,non-duplicate,non-duplicate,139.25542506419632
33976,2415,0.10534621775150299,0,0,non-duplicate,non-duplicate,204.88512332649444
33976,2407,0.07611175626516342,0,0,non-duplicate,non-duplicate,226.29903369584682
33976,2455,0.09019578993320465,0,0,non-duplicate,non-duplicate,218.87924957958936
33976,2443,0.10656247287988663,0,0,non-duplicate,non-duplicate,155.09217186298295
33976,2426,0.10743124783039093,0,0,non-duplicate,non-duplicate,116.99154086711827
33976,2453,0.10964198410511017,0,0,non-duplicate,non-duplicate,192.6716172466293
33976,2485,0.11165523529052734,0,0,non-duplicate,non-duplicate,52.60196358802435
33976,10821,0.11171340197324753,0,0,non-duplicate,non-duplicate,202.7972975526235
33976,2483,0.8000069260597229,1,0,duplicate,non-duplicate,151.3949025931003
33976,2434,0.1035487949848175,0,0,non-duplicate,non-duplicate,121.6466213237295
33976,2445,0.08085756003856659,0,0,non-duplicate,non-duplicate,171.49523297580302
33976,2414,0.09922906756401062,0,0,non-duplicate,non-duplicate,204.64874512924513
33976,2428,0.07892128825187683,0,0,non-duplicate,non-duplicate,92.26452335703051
33976,2410,0.11941108852624893,0,0,non-duplicate,non-duplicate,214.09264803786564
33976,2449,0.08907561004161835,0,0,non-duplicate,non-duplicate,176.90078799026978
33976,2479,0.1066204160451889,0,0,non-duplicate,non-duplicate,160.5561081283704
33976,2444,0.10076862573623657,0,0,non-duplicate,non-duplicate,158.6743465956861
33976,2441,0.12260866910219193,0,0,non-duplicate,non-duplicate,147.3299154577964
33976,2405,0.0874808207154274,0,0,non-duplicate,non-duplicate,237.6732151704666
33976,2435,0.10618483275175095,0,0,non-duplicate,non-duplicate,123.68115396966235
33976,2438,0.09055445343255997,0,0,non-duplicate,non-duplicate,132.23134593147392
33976,2436,0.09208844602108002,0,0,non-duplicate,non-duplicate,126.43936199204437
33976,2408,0.08667434006929398,0,0,non-duplicate,non-duplicate,221.2089807721806
33976,2403,0.0857362449169159,0,0,non-duplicate,non-duplicate,250.6816270965989
33976,2406,0.08922450244426727,0,0,non-duplicate,non-duplicate,227.99362990087536
33976,2417,0.09965993463993073,0,0,non-duplicate,non-duplicate,209.26126477227962
33976,10826,0.08668754994869232,0,0,non-duplicate,non-duplicate,231.53374646815354
33976,2446,0.09540082514286041,0,0,non-duplicate,non-duplicate,185.35776192086598
33976,2427,0.1473531424999237,0,0,non-duplicate,non-duplicate,119.07746694786309
33976,2454,0.07739176601171494,0,0,non-duplicate,non-duplicate,197.18532398158632
33976,2437,0.10826313495635986,0,0,non-duplicate,non-duplicate,128.3324896149262
33976,2431,0.08643802255392075,0,0,non-duplicate,non-duplicate,85.39378539896398
33976,2452,0.08711646497249603,0,0,non-duplicate,non-duplicate,186.14714489084616
33976,2472,0.09592829644680023,0,0,non-duplicate,non-duplicate,325.1142508924983
33976,2402,0.09040798246860504,0,0,non-duplicate,non-duplicate,281.66206267552843
33976,2482,0.11933127790689468,0,0,non-duplicate,non-duplicate,222.34294647620175
33976,2430,0.11467695236206055,0,0,non-duplicate,non-duplicate,85.75696374869253
33976,2487,0.09712475538253784,0,0,non-duplicate,non-duplicate,188.8220958745583
33976,2409,0.08975174278020859,0,0,non-duplicate,non-duplicate,218.32994202861065
33976,2429,0.08655723929405212,0,0,non-duplicate,non-duplicate,87.21593606643002
33976,10822,0.0891430526971817,0,0,non-duplicate,non-duplicate,294.6709794450612
33976,2481,0.11198022961616516,0,0,non-duplicate,non-duplicate,164.27964087515682
33976,2440,0.10397671163082123,0,0,non-duplicate,non-duplicate,141.1427113003594
33976,2450,0.09709548205137253,0,0,non-duplicate,non-duplicate,177.71691400437845
33976,2412,0.08651634305715561,0,0,non-duplicate,non-duplicate,208.16607199913753
33976,2457,0.10974238067865372,0,0,non-duplicate,non-duplicate,227.44449989432164
33976,2432,0.10075981169939041,0,0,non-duplicate,non-duplicate,117.60257321278846
33976,2470,0.11298578232526779,0,0,non-duplicate,non-duplicate,80.11352759989524
33976,2451,0.08408412337303162,0,0,non-duplicate,non-duplicate,180.70109251846768
33976,2456,0.10477449744939804,0,0,non-duplicate,non-duplicate,224.14724275004733
33976,2468,0.10338401794433594,0,0,non-duplicate,non-duplicate,71.63724639344517
33976,2411,0.09705700725317001,0,0,non-duplicate,non-duplicate,211.9243317856732
33976,2480,0.10233328491449356,0,0,non-duplicate,non-duplicate,173.26558840383746
33976,2413,0.09011022001504898,0,0,non-duplicate,non-duplicate,209.09098559591885
33976,2447,0.09991827607154846,0,0,non-duplicate,non-duplicate,174.27024042783816
33976,2433,0.10980323702096939,0,0,non-duplicate,non-duplicate,119.43188444192691
33976,2404,0.09029220044612885,0,0,non-duplicate,non-duplicate,232.57931175081737
33976,2442,0.11449411511421204,0,0,non-duplicate,non-duplicate,151.9508627085898
6076,5608,0.10242804884910583,0,0,non-duplicate,non-duplicate,128.7820613709649
6076,33974,0.10383855551481247,0,0,non-duplicate,non-duplicate,100.72301231819638
6076,33310,0.09034497290849686,0,0,non-duplicate,non-duplicate,146.80103512767084
6076,6201,0.6488667130470276,0,0,non-duplicate,non-duplicate,33.40133526839929
6076,5986,0.09521922469139099,0,0,non-duplicate,non-duplicate,457.9290721558706
6076,5675,0.10422233492136002,0,0,non-duplicate,non-duplicate,108.38916737866874
6076,33248,0.6308971643447876,0,0,non-duplicate,non-duplicate,27.268091325759826
6076,33116,0.08891221880912781,0,0,non-duplicate,non-duplicate,263.3114582939384
6076,6078,0.09886974841356277,0,0,non-duplicate,non-duplicate,142.50204974039866
6076,33766,0.09886974841356277,0,0,non-duplicate,non-duplicate,142.50204974039866
6076,6113,0.09220738708972931,0,0,non-duplicate,non-duplicate,134.7252474396092
6076,5686,0.10143036395311356,0,0,non-duplicate,non-duplicate,98.62697765612151
6076,33269,0.10422233492136002,0,0,non-duplicate,non-duplicate,108.38916737866874
6076,5654,0.6308971643447876,0,0,non-duplicate,non-duplicate,27.268091325759826
6076,5721,0.08887593448162079,0,0,non-duplicate,non-duplicate,200.14984133359877
6076,33614,0.6639220118522644,0,0,non-duplicate,non-duplicate,7.893501056750416
6076,6234,0.10383855551481247,0,0,non-duplicate,non-duplicate,100.72301231819638
6076,34190,0.12109781056642532,0,0,non-duplicate,non-duplicate,132.26000879673254
6076,6335,0.7453303337097168,1,0,duplicate,non-duplicate,7.360952930638961
6076,6171,0.4617764949798584,0,0,non-duplicate,non-duplicate,34.25472793630066
6076,33349,0.09913720190525055,0,0,non-duplicate,non-duplicate,136.60667363687807
6076,34209,0.09584429860115051,0,0,non-duplicate,non-duplicate,146.31826772252487
6076,5718,0.09081128984689713,0,0,non-duplicate,non-duplicate,217.9100603959047
6076,5757,0.09128732234239578,0,0,non-duplicate,non-duplicate,206.30264486247282
6076,6337,0.12109781056642532,0,0,non-duplicate,non-duplicate,132.26000879673254
6076,33280,0.10143036395311356,0,0,non-duplicate,non-duplicate,98.62697765612151
6076,5716,0.10046552121639252,0,0,non-duplicate,non-duplicate,201.77533801385482
6076,33784,0.1011357456445694,0,0,non-duplicate,non-duplicate,191.15944209758567
6076,34026,0.5751104950904846,0,0,non-duplicate,non-duplicate,22.355940899953637
6076,33330,0.08887593448162079,0,0,non-duplicate,non-duplicate,200.14984133359877
6076,6120,0.0962214469909668,0,0,non-duplicate,non-duplicate,496.8851174459445
6076,5525,0.08891221880912781,0,0,non-duplicate,non-duplicate,263.3114582939384
6076,5910,0.10220088809728622,0,0,non-duplicate,non-duplicate,203.13072847017602
6076,33651,0.09521922469139099,0,0,non-duplicate,non-duplicate,457.9290721558706
6076,2331,0.5779507756233215,0,1,non-duplicate,duplicate,18.596890655067746
6076,2329,0.5302639603614807,0,0,non-duplicate,non-duplicate,29.654661684409675
6076,2297,0.10189695656299591,0,0,non-duplicate,non-duplicate,30.64376421435425
6076,2295,0.10622754693031311,0,0,non-duplicate,non-duplicate,101.58240319796495
6076,2292,0.11389673501253128,0,0,non-duplicate,non-duplicate,71.59527921559564
6076,2330,0.5933432579040527,0,0,non-duplicate,non-duplicate,24.512499025636235
6076,2333,0.8380707502365112,1,0,duplicate,non-duplicate,4.261335996926911
6076,2327,0.613228976726532,0,0,non-duplicate,non-duplicate,47.458556995668765
6076,2302,0.16090352833271027,0,0,non-duplicate,non-duplicate,160.91288529039335
6076,2294,0.1065371111035347,0,0,non-duplicate,non-duplicate,93.29799484819023
6076,2298,0.10219709575176239,0,0,non-duplicate,non-duplicate,123.18027206510956
6076,2300,0.0896378830075264,0,0,non-duplicate,non-duplicate,139.43030449589583
6076,2313,0.5992058515548706,0,0,non-duplicate,non-duplicate,193.7506588928852
6076,2296,0.1064598560333252,0,0,non-duplicate,non-duplicate,110.5850540456488
6076,6488,0.08520936965942383,0,0,non-duplicate,non-duplicate,167.23354815216825
6076,2324,0.6458625793457031,0,0,non-duplicate,non-duplicate,34.590980357604394
6076,2326,0.5479457974433899,0,0,non-duplicate,non-duplicate,43.24032328206574
6076,2325,0.5469422340393066,0,0,non-duplicate,non-duplicate,37.34737135474159
6076,2309,0.09941555559635162,0,0,non-duplicate,non-duplicate,199.7917044437124
6076,2261,0.08740447461605072,0,0,non-duplicate,non-duplicate,325.3360447720512
6076,2293,0.11097178608179092,0,0,non-duplicate,non-duplicate,67.71290432677513
6076,2301,0.09625525027513504,0,0,non-duplicate,non-duplicate,154.2074616518427
6076,2332,0.6528891921043396,0,0,non-duplicate,non-duplicate,7.23518976643815
6076,2307,0.09431120753288269,0,0,non-duplicate,non-duplicate,282.77736713412133
5608,33974,0.11229702085256577,0,0,non-duplicate,non-duplicate,200.1710180065029
5608,33310,0.09070649743080139,0,0,non-duplicate,non-duplicate,182.97956254577704
5608,6201,0.13012827932834625,0,0,non-duplicate,non-duplicate,160.16720107654183
5608,5986,0.10598010569810867,0,0,non-duplicate,non-duplicate,418.6187968888112
5608,5675,0.2733969986438751,0,0,non-duplicate,non-duplicate,32.827650860747696
5608,33248,0.1176120862364769,0,0,non-duplicate,non-duplicate,155.9090124277246
5608,33116,0.09150970727205276,0,0,non-duplicate,non-duplicate,218.00523883350996
5608,6078,0.3468843698501587,0,0,non-duplicate,non-duplicate,23.89107772741487
5608,33766,0.3468843698501587,0,0,non-duplicate,non-duplicate,23.89107772741487
5608,6113,0.09788047522306442,0,0,non-duplicate,non-duplicate,171.7737363878651
5608,5686,0.2690964341163635,0,0,non-duplicate,non-duplicate,39.16254340612275
5608,33269,0.2733969986438751,0,0,non-duplicate,non-duplicate,32.827650860747696
5608,5654,0.1176120862364769,0,0,non-duplicate,non-duplicate,155.9090124277246
5608,5721,0.09992478787899017,0,0,non-duplicate,non-duplicate,80.98882409810298
5608,33614,0.11453090608119965,0,0,non-duplicate,non-duplicate,129.92633292241212
5608,6234,0.11229702085256577,0,0,non-duplicate,non-duplicate,200.1710180065029
5608,34190,0.5641816854476929,0,0,non-duplicate,non-duplicate,12.520877860231922
5608,6335,0.08943066000938416,0,0,non-duplicate,non-duplicate,122.09306133805312
5608,6171,0.10651861131191254,0,0,non-duplicate,non-duplicate,148.6552183100322
5608,33349,0.1121753677725792,0,0,non-duplicate,non-duplicate,98.82488808388726
5608,34209,0.08602982759475708,0,0,non-duplicate,non-duplicate,169.27457170566265
5608,5718,0.08359000831842422,0,0,non-duplicate,non-duplicate,93.52542663256057
5608,5757,0.11133500933647156,0,0,non-duplicate,non-duplicate,155.6784289668241
5608,6337,0.5641816854476929,0,0,non-duplicate,non-duplicate,12.520877860231922
5608,33280,0.2690964341163635,0,0,non-duplicate,non-duplicate,39.16254340612275
5608,5716,0.10583747178316116,0,0,non-duplicate,non-duplicate,120.36736076496598
5608,33784,0.12146062403917313,0,0,non-duplicate,non-duplicate,82.13178923608118
5608,34026,0.11228436976671219,0,0,non-duplicate,non-duplicate,150.26690956094643
5608,33330,0.09992478787899017,0,0,non-duplicate,non-duplicate,80.98882409810298
5608,6120,0.09002628922462463,0,0,non-duplicate,non-duplicate,457.41891500911026
5608,5525,0.09150970727205276,0,0,non-duplicate,non-duplicate,218.00523883350996
5608,5910,0.09471464157104492,0,0,non-duplicate,non-duplicate,177.818586936127
5608,33651,0.10598010569810867,0,0,non-duplicate,non-duplicate,418.6187968888112
5608,2331,0.11960198730230331,0,0,non-duplicate,non-duplicate,146.75390989248834
5608,2329,0.11307471990585327,0,0,non-duplicate,non-duplicate,158.01498160505176
5608,2297,0.11138002574443817,0,0,non-duplicate,non-duplicate,98.14057087194249
5608,2295,0.10380793362855911,0,0,non-duplicate,non-duplicate,40.51161757276009
5608,2292,0.4354510009288788,0,0,non-duplicate,non-duplicate,57.3669691326837
5608,2330,0.10052851587533951,0,0,non-duplicate,non-duplicate,152.73320449367085
5608,2333,0.11020231992006302,0,0,non-duplicate,non-duplicate,129.86206812419147
5608,2327,0.12202981859445572,0,0,non-duplicate,non-duplicate,175.87414488602636
5608,2302,0.10228128731250763,0,0,non-duplicate,non-duplicate,100.52032030858184
5608,2294,0.3028343617916107,0,0,non-duplicate,non-duplicate,47.01742840599387
5608,2298,0.11543168872594833,0,0,non-duplicate,non-duplicate,111.23156593979616
5608,2300,0.1192948967218399,0,0,non-duplicate,non-duplicate,103.26454230565358
5608,2313,0.10363935679197311,0,0,non-duplicate,non-duplicate,241.34372867912936
5608,2296,0.10200977325439453,0,0,non-duplicate,non-duplicate,32.73831371736549
5608,6488,0.11089952290058136,0,0,non-duplicate,non-duplicate,54.46660100038992
5608,2324,0.10913214832544327,0,0,non-duplicate,non-duplicate,133.47976706981
5608,2326,0.11395023763179779,0,0,non-duplicate,non-duplicate,159.89475954454682
5608,2325,0.10152722895145416,0,0,non-duplicate,non-duplicate,151.03456151756498
5608,2309,0.10812010616064072,0,0,non-duplicate,non-duplicate,170.14126501359405
5608,2261,0.0859432965517044,0,0,non-duplicate,non-duplicate,295.1552803805158
