orig_indexA,orig_indexB,duplicate_prob,pred_label,true_label,pred_string,true_string,distance_m,addressA,addressB
33658,33786,0.7966315150260925,1,0,duplicate,non-duplicate,44.23106526966116,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW"
33658,33750,0.8235890865325928,1,0,duplicate,non-duplicate,15.916140894216532,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW"
33658,5993,0.8686865568161011,1,0,duplicate,non-duplicate,0.0,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW"
33658,33729,0.8055402636528015,1,0,duplicate,non-duplicate,62.446506083652295,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","The Montclair, 95 Albert Road Blackpool, North West, FY14PW"
33658,33793,0.784050703048706,1,0,duplicate,non-duplicate,111.72343808597483,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","Ruskin Hotel, 55-61 Albert Road Blackpool, North West, FY14PW"
33658,6092,0.7966315150260925,1,0,duplicate,non-duplicate,44.23106526966116,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW"
33658,6048,0.8055402636528015,1,0,duplicate,non-duplicate,62.446506083652295,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","The Montclair, 95 Albert Road Blackpool, North West, FY14PW"
33658,2455,0.8047943115234375,1,0,duplicate,non-duplicate,4.689294037847239,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","Albert Hotel, 117, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33658,2453,0.7840144634246826,1,0,duplicate,non-duplicate,52.29656237176631,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","Fairview Hotel, 113, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33658,2445,0.820800244808197,1,0,duplicate,non-duplicate,54.0250117559562,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","Royal Ruskin Hotel, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33658,2449,0.8317480087280273,1,0,duplicate,non-duplicate,103.02770080029109,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","The New Sunset Hotel, 77-81, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33658,2446,0.8363339900970459,1,0,duplicate,non-duplicate,54.61967226240308,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","The Roselea Hotel, 67, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33658,2454,0.8054060935974121,1,0,duplicate,non-duplicate,43.633463159809565,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","Tregenna Hotel, 115, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33658,2452,0.8021502494812012,1,0,duplicate,non-duplicate,66.49422378670872,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","The Belvedere, 91-93, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33658,2450,0.8259744644165039,1,0,duplicate,non-duplicate,97.2017336005572,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","The Oak Lea Hotel, 83-87, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33658,2451,0.7897094488143921,1,0,duplicate,non-duplicate,85.71021872781162,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","The Albany, 89, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33658,2447,0.7994669675827026,1,0,duplicate,non-duplicate,151.69269000408676,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","Fern Villa Hotel, 73, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33449,33491,0.7547884583473206,1,0,duplicate,non-duplicate,28.347447761850606,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","Bradleys Hotel, 80 Albert Road Blackpool, North West, FY14PR"
33449,5840,0.7547884583473206,1,0,duplicate,non-duplicate,28.347447761850606,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","Bradleys Hotel, 80 Albert Road Blackpool, North West, FY14PR"
33449,5813,0.8529149889945984,1,0,duplicate,non-duplicate,0.0,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR"
33449,6074,0.7447763085365295,1,0,duplicate,non-duplicate,77.169270695648,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","The Carlton, 64 Albert Road Blackpool, North West, FY14PR"
33449,33354,0.7590959072113037,1,0,duplicate,non-duplicate,57.78580944330212,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","La Tour, 92 94 Albert Road Blackpool, North West, FY14PR"
33449,33760,0.7447763085365295,1,0,duplicate,non-duplicate,77.169270695648,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","The Carlton, 64 Albert Road Blackpool, North West, FY14PR"
33449,34009,0.7803041338920593,1,0,duplicate,non-duplicate,56.9209867424394,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","The Gallery, 108 Albert Road Blackpool, North West, FY14PR"
33449,6263,0.7803041338920593,1,0,duplicate,non-duplicate,56.9209867424394,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","The Gallery, 108 Albert Road Blackpool, North West, FY14PR"
33449,2415,0.7348216772079468,1,0,duplicate,non-duplicate,57.948273268245686,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","The Carlton, 64, Albert Road, Blackpool, , United Kingdom, North West, FY14PR"
33449,2407,0.7071285247802734,1,0,duplicate,non-duplicate,42.50538005864929,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","Sandy Beach Hotel, 96-98, Albert Road, Blackpool, , United Kingdom, North West, FY14PR"
33449,2414,0.7722798585891724,1,0,duplicate,non-duplicate,41.80518469485615,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","The New Oxford Hotel, 66-68, Albert Road, Blackpool, , United Kingdom, North West, FY14PR"
33449,2410,0.8543248772621155,1,0,duplicate,non-duplicate,15.87115805975985,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","The Georgian Hotel, 82-86, Albert Road, Blackpool, , United Kingdom, North West, FY14PR"
33449,2405,0.7398605346679688,1,0,duplicate,non-duplicate,61.94918342554372,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","The Arabella, 102, Albert Road, Blackpool, , United Kingdom, North West, FY14PR"
33449,2408,0.7167932391166687,1,0,duplicate,non-duplicate,30.954225816391432,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","La Tour, 92-94, Albert Road, Blackpool, , United Kingdom, North West, FY14PR"
33449,2403,0.7519860863685608,1,0,duplicate,non-duplicate,88.7267778742538,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","The Gallery, 108, Albert Road, Blackpool, , United Kingdom, North West, FY14PR"
33449,2406,0.7051840424537659,1,0,duplicate,non-duplicate,47.53279802633909,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","Lumada, 100, Albert Road, Blackpool, , United Kingdom, North West, FY14PR"
33449,2402,0.7379679679870605,1,0,duplicate,non-duplicate,138.3331890621183,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","The Trafalgar, 106, Albert Road, Blackpool, , United Kingdom, North West, FY14PR"
33449,2409,0.8310645818710327,1,0,duplicate,non-duplicate,24.884594657846986,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","The Hollies, 88-90, Albert Road, Blackpool, , United Kingdom, North West, FY14PR"
33449,2412,0.7263780832290649,1,0,duplicate,non-duplicate,15.368622926839224,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","Royal Alexandra Hotel, 74, Albert Road, Blackpool, , United Kingdom, North West, FY14PR"
33449,2411,0.7348034977912903,1,0,duplicate,non-duplicate,9.132913775974584,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","Bradleys Hotel, 80, Albert Road, Blackpool, , United Kingdom, North West, FY14PR"
33449,2413,0.7807809710502625,1,0,duplicate,non-duplicate,26.12641034873072,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","The Sutcliffe Hotel, 70-72, Albert Road, Blackpool, , United Kingdom, North West, FY14PR"
33449,2404,0.7141364216804504,1,0,duplicate,non-duplicate,55.45009255999509,"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","The Allendale, 104, Albert Road, Blackpool, , United Kingdom, North West, FY14PR"
58124,61972,0.8293868899345398,1,0,duplicate,non-duplicate,0.0,"Holiday Inn Taunton, Deane Gate Avenue Taunton, Somerset, South West, TA12UA","Holiday Inn Taunton, Deane Gate Avenue Taunton, Somerset, South West, TA12UA"
36693,2901,0.8457001447677612,1,0,duplicate,non-duplicate,36.09054156613478,"Lansdowne House, Abbey Road 13 Llandudno, Conwy, LL302EE","Lansdowne Hotel, 13, Abbey Road, Llandudno, , GB, Conwy, LL302EE"
39200,48384,0.8441362380981445,1,0,duplicate,non-duplicate,0.0,"The Greenwood Hotel Wetherspoon, 674 Whitton Avenue West NortholtLondon, Ealing, UB54LA","The Greenwood Hotel Wetherspoon, 674 Whitton Avenue West NortholtLondon, Ealing, UB54LA"
6319,33523,0.7466880083084106,1,0,duplicate,non-duplicate,31.191687517403757,"Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ","DJ Suites Blackpool, 40-48 Hornby Road Blackpool, North West, FY14QJ"
6319,34112,0.8559785485267639,1,0,duplicate,non-duplicate,0.0,"Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ","Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ"
6319,5661,0.8401489853858948,1,0,duplicate,non-duplicate,23.43384550399155,"Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ","Barrons Hotel, 58-60 Hornby Road Blackpool, North West, FY14QJ"
6319,5868,0.7466880083084106,1,0,duplicate,non-duplicate,31.191687517403757,"Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ","DJ Suites Blackpool, 40-48 Hornby Road Blackpool, North West, FY14QJ"
6319,6362,0.8419532179832458,1,0,duplicate,non-duplicate,31.508801321779536,"Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ","Rawcliffe Holiday Lets, 69 Hornby Road, Blackpool, North West, FY14QJ"
6319,2483,0.807266354560852,1,0,duplicate,non-duplicate,135.6268921532322,"Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ","Raffles Hotel, 73-75, Hornby Road, Blackpool, , United Kingdom, North West, FY14QJ"
33974,6234,0.8585419058799744,1,0,duplicate,non-duplicate,0.0,"Heather Lea, 34 Empress Drive Blackpool, North West, FY29SD","Heather Lea, 34 Empress Drive Blackpool, North West, FY29SD"
33310,6113,0.8252830505371094,1,0,duplicate,non-duplicate,12.696544815262516,"Oban House, 63 Holmfield Road Blackpool, North West, FY29RU","The Oakland Guest House, 61 Holmfield Road Blackpool, North West, FY29RU"
57991,45371,0.8174676895141602,1,0,duplicate,non-duplicate,0.0,"Strawberry Bank Hotel, Main Rd Meriden MeridenCoventryWest Midlands, Solihull, CV77NF","Strawberry Bank Hotel, Main Rd Meriden MeridenCoventryWest Midlands, Solihull, CV77NF"
57991,6658,0.8163852095603943,1,0,duplicate,non-duplicate,52.379241614335164,"Strawberry Bank Hotel, Main Rd Meriden MeridenCoventryWest Midlands, Solihull, CV77NF","Strawberry Bank Hotel & Restaurant, 72, Main Road, Meriden, , GB, Solihull, West Midlands, CV77NF"
8271,5385,0.8462314605712891,1,0,duplicate,non-duplicate,67.97272291592856,"The Beach Hotel, 1-4 Regency Square BrightonEast Sussex, Brighton and Hove, South East, BN12FG","Beach Hotel, 1-4, Regency Square, Brighton, Brighton and Hove, South East, BN12FG"
36550,36609,0.8294100165367126,1,0,duplicate,non-duplicate,8.991633070326428,"Seaclyffe Hotel, 11 Church Walks Llandudno Conwy, LL302HG","The Llandudno hotel, 10 Church Walks Llandudno Conwy, LL302HG"
36550,9662,0.8029725551605225,1,0,duplicate,non-duplicate,14.52020220410154,"Seaclyffe Hotel, 11 Church Walks Llandudno Conwy, LL302HG","The Llandudno Hotel, 10, Church Walks, Llandudno, , GB, Conwy, LL302HG"
7005,6080,0.7913894653320312,1,0,duplicate,non-duplicate,106.39501461841247,"The Chocolate Boutique Hotel, 5 Durley Road BournemouthDorset, Bournemouth, Christchurch and Poole, South West, BH25JQ","No. 5, 5, Durley Road, Bournemouth, Christchurch and Poole, South West, BH25JQ"
27440,4658,0.8584976196289062,1,0,duplicate,non-duplicate,22.39497333941568,"Courtyard by Marriott London Heathrow Airport, 1 Nobel Drive, Harlington, Hayes, , United Kingdom, Hillingdon, London, UB35EY","Courtyard by Marriott London Heathrow Airport, 1, Nobel Drive, Hayes, , GB, Hillingdon, UB35EY"
5869,34061,0.8110726475715637,1,0,duplicate,non-duplicate,8.228686443695578,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE","Baxter Holiday Apartments, 37 Charnley Road, Blackpool, North West, FY14PE"
5869,33535,0.7179763317108154,1,0,duplicate,non-duplicate,198.1759264753616,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE","Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE"
5869,5878,0.7179763317108154,1,0,duplicate,non-duplicate,198.1759264753616,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE","Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE"
5869,33524,0.8582245707511902,1,0,duplicate,non-duplicate,0.0,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE","Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE"
5869,33594,0.776484489440918,1,0,duplicate,non-duplicate,56.85021206739209,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE","Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE"
5869,6301,0.8110726475715637,1,0,duplicate,non-duplicate,8.228686443695578,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE","Baxter Holiday Apartments, 37 Charnley Road, Blackpool, North West, FY14PE"
5869,33318,0.826682448387146,1,0,duplicate,non-duplicate,4.979829558080632,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE","The Franklyn Hotel, 33 Charnley Road Lancashire Blackpool, North West, FY14PE"
5869,2426,0.8264024257659912,1,0,duplicate,non-duplicate,205.46215273837817,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE","The Lismain Hotel, 3, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE"
5869,2427,0.8008532524108887,1,0,duplicate,non-duplicate,211.14642332381345,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE","The Fairhaven Hotel, 7-9, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE"
5869,2429,0.8084356188774109,1,0,duplicate,non-duplicate,198.2247888124841,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE","Alumhurst Hotel, 13-15, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE"
21591,13038,0.8364276885986328,1,0,duplicate,non-duplicate,0.0,"Best Western Rose & Crown Hotel, East Street ColchesterEssex, East of England, CO12TZ","Best Western Rose & Crown Hotel, East Street ColchesterEssex, East of England, CO12TZ"
34037,6285,0.8537863492965698,1,0,duplicate,non-duplicate,0.0,"Ardern Hotel, 99 Coronation Street Blackpool, North West, FY14QE","Ardern Hotel, 99 Coronation Street Blackpool, North West, FY14QE"
38347,37934,0.7656558156013489,1,0,duplicate,non-duplicate,9.56071118302954,"Sheriff Hotel, 115 Warwick Way Victoria London, Westminster, SW1V4HT","The Grapevine Hotel, 117 Warwick Way London, Westminster, SW1V4HT"
6146,33380,0.8155158162117004,1,0,duplicate,non-duplicate,35.21879918489819,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF"
6146,6071,0.8531122207641602,1,0,duplicate,non-duplicate,65.12720125767011,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Florida Hotel, 32 Charnley Road Blackpool, North West, FY14PF"
6146,34052,0.7661418318748474,1,0,duplicate,non-duplicate,121.02583003268632,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","OYO High Tide Hotel, CHARNLEY ROAD  10 Blackpool, North West, FY14PF"
6146,6169,0.8262115120887756,1,0,duplicate,non-duplicate,18.41512694480881,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF"
6146,33860,0.8525954484939575,1,0,duplicate,non-duplicate,0.0,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF"
6146,5964,0.790049135684967,1,0,duplicate,non-duplicate,32.45830973867024,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Eastgate Hotel, 6 Charnley Road Blackpool Blackpool, North West, FY14PF"
6146,6207,0.827954888343811,1,0,duplicate,non-duplicate,29.2739105179315,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Kings Cross Hotel, 44 Charnley Rd Blackpool, North West, FY14PF"
6146,33891,0.8262115120887756,1,0,duplicate,non-duplicate,18.41512694480881,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF"
6146,33398,0.8156832456588745,1,0,duplicate,non-duplicate,29.597243296482176,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Kingsway, 68 Charnley Road Blackpool Lancashire, North West, FY14PF"
6146,5529,0.7846915125846863,1,0,duplicate,non-duplicate,121.75540472953044,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Jesmond International Hotel, 8 Charnley Rd Blackpool, North West, FY14PF"
6146,6253,0.8053505420684814,1,0,duplicate,non-duplicate,27.62337960904763,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF"
6146,33995,0.8053505420684814,1,0,duplicate,non-duplicate,27.62337960904763,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF"
6146,33756,0.8531122207641602,1,0,duplicate,non-duplicate,65.12720125767011,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Florida Hotel, 32 Charnley Road Blackpool, North West, FY14PF"
6146,33626,0.790049135684967,1,0,duplicate,non-duplicate,32.45830973867024,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Eastgate Hotel, 6 Charnley Road Blackpool Blackpool, North West, FY14PF"
6146,2443,0.8161168694496155,1,0,duplicate,non-duplicate,4.574216521926619,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Lawton Hotel, 58-66, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
6146,2434,0.8240202069282532,1,0,duplicate,non-duplicate,63.17256853269867,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Bramlea, 36, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
6146,2428,0.7947646975517273,1,0,duplicate,non-duplicate,140.88600429502256,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Zebra Lodge, 11, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
6146,2444,0.8208005428314209,1,0,duplicate,non-duplicate,6.544357704998379,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Kingsway Hotel, 68, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
6146,2441,0.8625587224960327,1,0,duplicate,non-duplicate,12.496402114664948,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
6146,2438,0.7956359386444092,1,0,duplicate,non-duplicate,39.90818290365602,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Alviston Hotel, 46-48, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
6146,2436,0.7975123524665833,1,0,duplicate,non-duplicate,51.96492985510968,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Trafford Hotel, 40-42, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
6146,2437,0.8341085314750671,1,0,duplicate,non-duplicate,45.794717825644405,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Kings Cross Hotel, 44, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
6146,2431,0.8171188235282898,1,0,duplicate,non-duplicate,107.1016062458195,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Victoria, 30, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
6146,2430,0.8202465176582336,1,0,duplicate,non-duplicate,119.110214036833,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Helmshore, 24-28, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
6146,2440,0.8308895230293274,1,0,duplicate,non-duplicate,21.591231241860807,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
6146,2432,0.8176339864730835,1,0,duplicate,non-duplicate,76.77935339156554,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Butterfly Hotel, 32, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
