orig_indexA,orig_indexB,text_a,text_b,lat_a,long_a,lat_b,long_b,prediction,true_label,generated_text,correct
6201,2333,"King Edward Hotel, 44 King Edward Avenue Blackpool, North West, FY29TA","Brooklands Hotel, 28-30, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",53.83533,-3.05128,53.8353933,-3.0517413,1,1,MATCH,True
63787,8023,"Travelodge London Twickenham, London Road Twickenham Na Twickenham, Richmond upon Thames, TW13QS","Chatley Court, 54-56 Windsor Crescent Bridlington, East Riding of Yorkshire, Yorkshire and The Humber, YO153JA",51.44950867,-0.329735994,54.08218,-0.19628,0,1,NO_MATCH,False
20863,10428,"East Beach Hotel, 23-25 Royal Parade EastbourneEast Sussex, South East, BN227AN","Citystay Mill Park Apartments, Mill Park Cambridge, East of England, CB12LE",50.77161,0.29683,52.193562,0.135931,0,1,NO_MATCH,False
59758,1452,"Manor House Hotel, 11-12 Main Street Saint BeesCumbria, Cumberland, North West, CA270DE","Manor House, 11-12, Main Street, St Bees, , United Kingdom, Cumberland, North West, CA270DE",54.4914,-3.5898,60.1375111,-1.2773012,1,1,MATCH,True
6253,33995,"Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF","Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF",53.81517,-3.04876,53.81517,-3.04876,1,1,MATCH,True
39417,3653,"The Westin London City, 60 Upper Thames Street, City of London, London, , United Kingdom, EC4V3AD","Westin London City, Upper Thames Street, London, , United Kingdom, City of London, EC4V3AD",51.510975,-0.095299,57.4363123,-4.2911945,1,1,MATCH,True
4078,4070,"Classic Hotel, 92, Sussex Gardens","Classic Hyde Park Hotel, 109, Sussex Gardens",51.51639445,-0.1711576,51.5156354,-0.1712206,0,1,NO_MATCH,False
48563,7450,"Bennetts Hotel, 20-22 Derby Road Long Eaton Long EatonNottingham, Erewash, East Midlands, NG101LW","Bennetts, 20-22, Derby Road, Nottingham, Erewash, East Midlands, NG101LW",52.9005,-1.27417,52.9004829,-1.274157408,1,1,MATCH,True
5686,33280,"The Alpha Guest Accommodation, King Edward Avenue, 9 BLACKPOOL, North West, FY29TD","The Alpha Guest Accommodation, King Edward Avenue, 9 BLACKPOOL, North West, FY29TD",53.83519,-3.053207,53.83519,-3.053207,1,1,MATCH,True
46933,5484,"Staybridge Suites Newcastle, Buxton Street Newcastle upon Tyne, North East, NE16NL","Staybridge Suites, Buxton Street, Newcastle upon Tyne, , GB, North East, NE16NL",54.972984,-1.599674,54.97298031,-1.599889389,1,1,MATCH,True
24470,3472,"Allington Manor, The Old Manor House, Allington Near GranthamLincolnshire, South Kesteven, East Midlands, NG322DH","Allington Manor, Bottesford Road, Grantham, , United Kingdom, South Kesteven, East Midlands, NG322DH",52.951978,-0.72748,52.91931,-0.6466162,1,1,MATCH,True
57967,4218,"The St Johns Hotel, 651 Warwick Road SolihullBirmingham, West Midlands, B911AT","St John's Hotel, 651, Warwick Road, Solihull, , GB, West Midlands, B911AT",52.416542,-1.7807,52.41681285,-1.780319361,1,1,MATCH,True
58124,61972,"Holiday Inn Taunton, Deane Gate Avenue Taunton, Somerset, South West, TA12UA","Holiday Inn Taunton, Deane Gate Avenue Taunton, Somerset, South West, TA12UA",51.018709,-3.066381,51.018709,-3.066381,1,1,MATCH,True
32204,2194,"Grasmere Court, 22-24 Bath Road Keynsham KeynshamBristol, Bath and North East Somerset, South West, BS311SN","Grasmere Court Hotel, 22-24, Bath Road, Bristol, , United Kingdom, Bath and North East Somerset, South West, BS311SN",51.41231,-2.49069,51.5093691,-0.0808455,1,1,MATCH,True
23057,2196,"Stay 2a, 2a Bouverie Road West FolkestoneKent, Folkestone and Hythe, South East, CT202RX","Stay2a, 2a, Bouverie Road West, Folkestone, , United Kingdom, Folkestone and Hythe, South East, CT202RX",51.07903,1.17477,51.4120539,-2.4905089,1,1,MATCH,True
33860,2441,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81535,-3.04847,53.8153313,-3.0486577,1,1,MATCH,True
38191,2641,"Park Hotel, 327 Cranbrook Road Ilford IlfordEssex, Redbridge, London, IG14UE","Park Hotel, 327, Cranbrook Road, Ilford, , GB, Redbridge, London, IG14UE",51.567836,0.06531,51.5676856,0.0650918,1,1,MATCH,True
11106,3746,"Boars Head Hotel, 120 Lammas Street Carmarthen, Carmarthenshire, SA313AE","Boars Head Hotel, 120, Lammas Street, Carmarthen, , GB, Carmarthenshire, SA313AE",51.85647,-4.309398,51.8563339,-4.3094389,1,1,MATCH,True
8218,8308,"Brighton Marina House Hotel B&B, 8 Charlotte Street Brighton, Brighton and Hove, South East, BN21AG","Brighton Surf Guest House, 16 Charlotte Street Brighton and Hove Brighton, South East, BN21AG",50.819282,-0.127786,50.819238,-0.12797,1,1,MATCH,True
38870,8807,"Roseview Alexandra Palace Hotel, 2 Queens Avenue Muswell Hill Alexandra Palace Near East Finchley Muswell HillLondon, Haringey, N103NR","Roseview Hotel, 2, Queen's Avenue, London, Haringey, N103NR",51.591461,-0.143634,51.59169195,-0.143593132,1,1,MATCH,True
10728,8419,"The Pilgrims Hotel, 18 The Friars Canterbury, South East, CT12AS","The Pilgrims Hotel, 18, The Friars, Canterbury, Kent, , GB, South East, CT12AS",51.28061,1.078108,51.0837847,-0.6811093,1,1,MATCH,True
21266,3857,"Novotel Edinburgh Park, 15 Lochside Avenue Hermiston Gait Retail ParkEdinburgh, City of Edinburgh, EH129DJ","Novotel Edinburgh Park, 15, Lochside Avenue, Edinburgh, City of Edinburgh, EH129DJ",55.926292,-3.31033,55.92669255,-3.31104846,1,1,MATCH,True
38066,7413,"The Mitre Hotel, Hampton Court Road Surrey Hampton CourtSurrey, Richmond upon Thames, London, KT89BN","Mitre Hotel, Hampton Court Road, Richmond upon Thames, London, KT89BN",51.404301,-0.342065,51.40971115,-0.350697717,1,1,MATCH,True
5848,6492,"Blenheim Mount Hotel, 207 Promenade Blackpool, North West, FY15DL","Blenheim Mount, 207, Promenade, Blackpool, North West, FY15DL",53.808334,-3.055364,53.80813985,-3.054967,1,1,MATCH,True
21603,5331,"Premier Inn Basildon, Rayleigh Weir Arterial Road Rayleigh WeirBasildon Essex, Rochford, East of England, SS67SP","Premier Inn, Arterial Road, Rayleigh, Rochford, East of England, SS67SP",51.5774029,0.6000531,55.9400935,-3.3114367,1,1,MATCH,True
37766,3946,"St Martins Lane, 45 St Martin's Lane London, Westminster, WC2N4HX","St Martins Lane Hotel, 45, St. Martin's Lane, London, Westminster, WC2N4HX",51.51042635,-0.126264647,51.51042635,-0.126264647,1,1,MATCH,True
20822,9003,"The Cumberland Hotel, 34 36 Grand Parade EastbourneEast Sussex, South East, BN213YT","The Cumberland Hotel, 34-36, Grand Parade, Eastbourne, South East, BN213YT",50.76489,0.28918,50.7639446,0.2878227,1,1,MATCH,True
33959,6223,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW",53.81599,-3.04888,53.81599,-3.04888,1,1,MATCH,True
6158,10826,"Ivanhoe Hotel, 13 Vance Road Blackpool, North West, FY14QD","Stonehouse Hotel, 26-28, Vance Road, Blackpool, North West, FY14QD",53.81402,-3.05154,53.8142477,-3.05258745,0,1,NO_MATCH,False
54415,3964,"Holiday Inn Express Salford Quays, Waterfront Quays Salford Quays  Salford Quays Salford QuaysManchester, North West, M503XW","Holiday Inn Express, Waterfront Quay, Salford, North West, M503XW",53.46982,-2.288307,54.68567495,-1.213333,1,1,MATCH,True
318,7796,"The Weem Inn, Weem Nr. AberfeldyPerth & Kinross, Perth and Kinross, PH152LD","The Weem Inn, Weem, Perth and Kinross, PH152LD",56.62582,-3.88641,56.6250433,-3.888691446,1,1,MATCH,True
5852,33506,"Craig y Don, 211-213 Central Promenade Blackpool, North West, FY15DL","Craig y Don, 211-213 Central Promenade Blackpool, North West, FY15DL",53.808175,-3.05518,53.808175,-3.05518,1,1,MATCH,True
27431,9369,"Premier Inn London Hayes Heathrow, 362 Uxbridge Road HayesMiddlesex, Hillingdon, London, UB40HF","Premier Inn, Uxbridge Road, Hayes, Hillingdon, London, UB40HF",51.51835,-0.4062,51.5239068,-0.427081414,1,1,MATCH,True
36215,8420,"Richmond Apart Hotel, 24A Hatton Gardens, Liverpool, North West, L32AA","The Richmond, 24, Hatton Garden, Liverpool, North West, L32AA",53.410255,-2.98693,51.44219005,0.3610869,1,1,MATCH,True
65851,2607,"The Windsor Hotel, South Parade Whitley BayTyne and Wear, North Tyneside, North East, NE262RF","Dunes Hotel, South Parade, Whitley Bay, , United Kingdom, North Tyneside, North East, NE262RF",55.043664,-1.442401,55.0442002,-1.4425704,1,1,MATCH,True
47926,3692,"Barholm Accommodation, Saint John Street Newton StewartCreetown, Dumfries and Galloway, DG87JE","Barholm Accomodation, St John Street, Creetown, , United Kingdom, Dumfries and Galloway, DG87JE",54.89866,-4.37915,54.8682425,-3.7974211,1,1,MATCH,True
27124,9454,"The Comet London Hatfield, St Albans Road West HatfieldHerts, Welwyn Hatfield, East of England, AL109RH","The Comet, St Albans Road West, Hatfield, Welwyn Hatfield, East of England, AL109RH",51.760743,-0.244485,54.98698315,-1.422919,1,1,MATCH,True
5910,2307,"Waves, 12 Wilshaw Road Blackpool, North West, FY29SH","Waves Hotel, 12, Willshaw Road, Blackpool, , United Kingdom, North West, FY29SH",53.833804,-3.053171,53.8378707,-3.0529705,1,1,MATCH,True
30300,5551,"Bourne Hall Country Hotel, Luccombe Rd Shanklin Isle of Wight, South East, PO376RR","Bourne Hall Country House Hotel, 11, Luccombe Road, Shanklin, Isle Of Wight, , GB, South East, PO376RR",50.62058,-1.17762,53.706012,-0.91319655,1,1,MATCH,True
12187,9276,"Dene Hotel, 95 Hoole Road ChesterChesire, Cheshire West and Chester, North West, CH23ND","Dene Hotel, 95, Hoole Road, Chester, Cheshire West and Chester, North West, CH23ND",53.202,-2.8714,53.48549145,-2.2472295,1,1,MATCH,True
8183,4184,"Copthorne Hotel Merry Hill Dudley, The Waterfront, Level Street The WaterfrontBierley Hill Dudley, West Midlands, DY51UR","Copthorne Hotel Merry Hill Dudley, Level Street, Dudley, West Midlands, DY51UR",52.48499,-2.115558,52.4842017,-2.116247952,1,1,MATCH,True
33980,6240,"Sea Dreams Hotel, 2-4 Clifton Drive Blackpool, North West, FY41ND","Sea Dreams Hotel, 2-4 Clifton Drive Blackpool, North West, FY41ND",53.78779,-3.05715,53.78779,-3.05715,1,1,MATCH,True
27418,4964,"Premier Inn Heathrow M4 J4, Shepiston Lane, Heathrow LONDON, Hillingdon, UB31RW","Premier Inn, Shepiston Lane, Hayes, Hillingdon, London, UB31RW",51.494188,-0.455334,51.49546458,-0.443143536,1,1,MATCH,True
27448,9294,"The Kinder Lodge, 10 New Mills Road HayfieldHigh Peak, East Midlands, SK222JG","Kinder Lodge, 10, New Mills Road, High Peak, , GB, East Midlands, SK222JG",53.378407,-1.946686,53.3784806,-1.946620412,1,1,MATCH,True
6192,2479,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","Norwood Hotel, 50-52, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE",53.81354,-3.04691,53.8144492,-3.0467397,1,1,MATCH,True
37334,49,"Doubletree by Hilton London Marble Arch, 4 Bryanston Street  London, Westminster, W1H7BY","DoubleTree by Hilton Hotel London - Marble Arch, 4, Bryanston Street, London, , United Kingdom, Westminster, W1H7BY",51.51456,-0.156536,57.4474109,-2.786906,1,1,MATCH,True
38385,5508,"Savoro Restaurant With Rooms, 206 High Street Hadley GreenBarnet, London, EN55SZ","Savoro, 206, High Street, High Barnet, London, EN55SZ",51.65694,-0.2013,51.6569045,-0.201098763,1,1,MATCH,True
18313,1153,"Holiday Inn Derby Riverlights, Morledge Derby, East Midlands, DE12AY","Holiday Inn, Derby, , United Kingdom, East Midlands, DE12AY",52.92258,-1.47431,54.6626512,-2.7565962,1,1,MATCH,True
46937,1954,"easyHotel Newcastle, Proctor House 23 29 Side 23-29 SideNewcastle Upon Tyne, North East, NE13JL","Cairndow Stagecoach Inn, Cairndow, Argyll and Bute, PA268BN",54.969381,-1.608889,56.2559665,-4.9375024,0,1,NO_MATCH,False
33442,2375,"The Colwyn Hotel, 569 New South Promenade Blackpool Lancashire, North West, FY41NG","The Colwyn Hotel, 569, New South Promenade, Blackpool, , United Kingdom, North West, FY41NG",53.78606,-3.05754,53.7863969,-3.0576059,1,1,MATCH,True
22742,3266,"Hill Park Hotel, 10 Heath Road Rosyth Rosyth, Fife, KY112BT","Hillpark Hotel, 10, Heath Road, Rosyth, , GB, Fife, KY112BT",56.0339,-3.42012,56.0343801,-3.4208149,1,1,MATCH,True
12804,4503,"The Melrose, 53 Marine Parade East Clacton-on-SeaEssex, Tendring, East of England, CO156AD","Melrose Hotel, 53, Marine Parade East, Clacton-on-Sea, Tendring, East of England, CO156AD",51.789125,1.15909,52.45491005,-1.9254577,1,1,MATCH,True
4223,1178,"House Hotel Belfast, 59-63 Botanic Avenue Belfast, BT71JL","Madison's Hotel, 59-63, Botanic Avenue, Belfast, , United Kingdom, BT71JL",54.58742,-5.93302,53.4038999,-2.9713703,1,1,MATCH,True
6251,6219,"Avenue Guest House, 56 Reads Avenue Blackpool, North West, FY14DE","Four Rooms Blackpool B&B, 60 Reads Avenue Blackpool, North West, FY14DE",53.813483,-3.046543,53.81356,-3.04633,1,1,MATCH,True
1112,11366,"Derwent Manor Hotel, BW Premier Collection, Allensford Northumberland Northumberland, North East, DH89BB","Best Western Derwent Manor Hotel, Consett, Northumberland, North East, DH89BB",54.85234,-1.884423,54.85224745,-1.88316044,1,1,MATCH,True
22691,9166,"The Guildhall and Linen Exchange, 79-83 High Street Dunfermline, Fife, KY127DR","The Guildhall & Linen Exchange, 79Ã¢ÂÂÃÂÃÂ¬83, High Street, Dunfermline, Fife, KY127DR",56.07124,-3.4601,51.1254213,1.3176874,1,1,MATCH,True
31627,9238,"Rosslyn Court, 62 Sweyn Rd Cliftonville, Thanet, South East, CT92DD","Rosslyn Court, 62, Sweyn Road, Margate, Kent, , GB, Thanet, South East, CT92DD",51.38893,1.39622,51.51748755,-0.137322,1,1,MATCH,True
61046,3244,"Craignelder Hotel, Cairnryan Road StranraerDumfries & Galloway, Dumfries and Galloway, DG98HA","Craignelder Hotel, Cairnryan Road, Stranraer, , United Kingdom, Dumfries and Galloway, DG98HA",54.90501,-5.01861,54.6470202,-3.5523888,1,1,MATCH,True
12814,5463,"Kingscliff Hotel, 55 Kings Parade Holland-on-SeaClacton-on-SeaEssex, Tendring, East of England, CO155JB","Kingscliff Hotel, 55, Kings Parade, Clacton-on-Sea, Tendring, East of England, CO155JB",51.798211,1.184815,51.51197105,-0.08879735,1,1,MATCH,True
32626,2919,"The Bull And Bush Hotel Kingston, Washington Road Kingston Upon Thames, London, KT13JB","The Bull and Bush Hotel Kingston, Washington Road, Kingston upon Thames, , United Kingdom, London, KT13JB",51.40819,-0.28956,53.2065916,-3.8472962,1,1,MATCH,True
12534,9073,"Crown & Cushion Hotel, 23 High Street Chipping NortonOxfordshire, West Oxfordshire, South East, OX75AD","The Crown & Cushion Hotel, 23, High Street, Chipping Norton, West Oxfordshire, South East, OX75AD",51.942417,-1.54449,56.51464965,-2.84691355,1,1,MATCH,True
37319,9156,"Travelodge London Bromley, 37 LONDON ROAD BROMLEY, BR11DG","Travelodge London Bromley, 37 LONDON ROAD BROMLEY, BR11DG",51.4103305,0.0099824,51.4103305,0.0099824,1,1,MATCH,True
37840,10269,"ibis London Shepherds Bush, 3-5 Rockley Road London, Hammersmith and Fulham, W140DJ","Ibis Shepherd's Bush, 3-5, Rockley Road, London, Hammersmith and Fulham, W140DJ",51.501945,-0.220062,51.5035204,-0.220173784,1,1,MATCH,True
11516,9031,"Gwesty Gadlys Hotel, Llanbadrig Cemaes Bay, Isle of Anglesey, LL670LH","Gwesty Gadlys Hotel, Cemaes Bay, Isle of Anglesey, LL670LH",53.41641,-4.44173,53.41652675,-4.441373212,1,1,MATCH,True
10689,6564,"The Roman Way Hotel, Watling Street Hatherton Hatherton CannockWest Midlands, South Staffordshire, WS111SH","The Roman Way, Watling Street, Hatherton, South Staffordshire, West Midlands, WS111SH",52.68039,-2.05212,54.5941403,-5.8389071,1,1,MATCH,True
23858,5779,"Queens Hotel Cheltenham MGallery by Sofitel, The Promenade Cheltenham, South West, GL501NN","Mercure Cheltenham Queen's Hotel, The Promenade, Cheltenham, South West, GL501NN",51.89631,-2.08101,51.8965726,-2.07266995,1,1,MATCH,True
33976,6319,"The Richley Hotel, 59 Hornby Road Blackpool, North West, FY14QJ","Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ",53.81403,-3.04908,53.81396,-3.04886,1,1,MATCH,True
23868,4534,"Hatherley Manor Hotel & Spa, Down Hatherley Lane, Gloucester, Tewkesbury, South West, GL29QA","Hatherley Manor Hotel, Down Hatherley Lane, Gloucester, Tewkesbury, South West, GL29QA",51.90164,-2.19473,55.8640648,-4.26032295,1,1,MATCH,True
27507,9128,"Ockenden Manor Hotel & Spa, Ockenden Lane Cuckfield Cuckfield West Sussex, Mid Sussex, South East, RH175LD","Ockenden Manor Hotel & Spa, Ockenden Lane, Haywards Heath, Mid Sussex, South East, RH175LD",51.006635,-0.1446,52.8472871,-1.64668855,1,1,MATCH,True
65847,2608,"Aald Northville, 23 South Parade Whitley BayTyne and Wear, North Tyneside, North East, NE262RE","Aald Northville Hotel, South Parade, Whitley Bay, , United Kingdom, North Tyneside, North East, NE262RE",55.04298,-1.44295,55.0431555,-1.4434891,1,1,MATCH,True
12222,7449,"Premier Inn Chester Central North, 76 Liverpool Road Chester ChesterCheshire, Cheshire West and Chester, North West, CH21AU","Premier Inn, 76, Liverpool Road, Chester, Cheshire West and Chester, North West, CH21AU",53.208412,-2.894522,55.5765605,-5.1610162,1,1,MATCH,True
37551,10687,"Best Inn Hotel, 10 Argyle Road Ilford, Redbridge, London, IG13BQ","Best Inn Hotel, 10, Argyle Road, Ilford, Redbridge, London, IG13BQ",51.56042,0.06736,51.5604206,0.067422902,1,1,MATCH,True
17150,3131,"The Melbreak Country Hotel, Winscales Road Great Clifton Great CliftonWorkingtonCumbria, Cumberland, North West, CA141XS","The Melbreak Hotel and Restaurant, Winscales Road, Great Clifton, , United Kingdom, Cumberland, North West, CA141XS",54.64455,-3.4743,53.7725762,-1.4729655,1,1,MATCH,True
57388,8248,"Caer Rhun Hall Conwy Conwy, LL328HX","Caer Rhun Hall, Conwy, , GB, LL328HX",53.217716,-3.837673,53.21779075,-3.837361975,1,1,MATCH,True
43914,2542,"HY Hotel Lytham St Annes  BW Premier Collection, 318-328 Clifton Drive North Lytham St. Annes, Fylde, North West, FY82PB","HY Hotel, 318-328, Clifton Drive North, Lytham St Annes, , United Kingdom, Fylde, North West, FY82PB",53.751972,-3.035085,53.746742,-3.0287822,1,1,MATCH,True
57991,6658,"Strawberry Bank Hotel, Main Rd Meriden MeridenCoventryWest Midlands, Solihull, CV77NF","Strawberry Bank Hotel & Restaurant, 72, Main Road, Meriden, , GB, Solihull, West Midlands, CV77NF",52.43612,-1.64654,52.43595175,-1.647261706,1,1,MATCH,True
24119,11325,"Malmaison Cheltenham, Bayshill Road Cheltenham, South West, GL503AS","Malmaison Cheltenham, Bayshill Road, Cheltenham, South West, GL503AS",51.896219,-2.083765,51.51749655,-0.10208395,1,1,MATCH,True
6169,2440,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81536,-3.04875,53.815287,-3.0487811,1,1,MATCH,True
5717,7654,"Best Western Carlton Hotel, 282-286 North Promenade BlackpoolLancashire, North West, FY12EZ","Carlton Hotel, 282-286, Promenade, Blackpool, North West, FY12EZ",53.82542,-3.05484,51.50724465,-0.1482874,1,1,MATCH,True
64500,9719,"The Patten Arms Hotel, Parker Street Warrington, North West, WA11LS","Patten Arms Hotel, Parker Street, Warrington, North West, WA11LS",53.3868,-2.60245,53.95148135,-1.0801591,1,1,MATCH,True
5675,33269,"The Grosvenor View Guest house, King Edward Avenue, 7 BLACKPOOL, North West, FY29TD","The Grosvenor View Guest house, King Edward Avenue, 7 BLACKPOOL, North West, FY29TD",53.83517,-3.053352,53.83517,-3.053352,1,1,MATCH,True
48827,3308,"Balmoral Hotel, 4 Craigard Road Oban, Argyll and Bute, PA345NP","Balmoral Inn, Craigard Road, Oban, , GB, Argyll and Bute, PA345NP",56.415546,-5.472528,56.41600862,-5.471123588,1,1,MATCH,True
5332,4848,"Premier Inn Solihull South (M42), Stratford Road ShirleySolihull, West Midlands, B904EP","Premier Inn, Stratford Road, Solihull, West Midlands, B904EP",52.38607756,-1.799697876,52.38428921,-1.795789997,1,1,MATCH,True
48443,10040,"The Norwich Hotel, 116 Thorpe Road NorwichNorfolk, East of England, NR11RU","Norwich Hotel, 116, Thorpe Road, Norwich, , GB, East of England, NR11RU",52.62592,1.31311,55.62039795,-4.33885525,1,1,MATCH,True
28937,1263,"Brunswick Sea View Apartment, 12 Brunswick Square, Brighton and Hove, South East, BN31EH","Brunswick Square Hotel, 11, Brunswick Square, Hove, , United Kingdom, Brighton and Hove, South East, BN31EH",50.82407,-0.1585,50.8252598,-0.1750037,1,1,MATCH,True
51184,9574,"The Royal George Hotel, Tay Street Perth Scotland, Perth and Kinross, PH15LD","Royal George Hotel, Tay Street, Perth, Perth and Kinross, PH15LD",56.39799,-3.42706,56.39765328,-3.426215756,1,1,MATCH,True
5144,6948,"Premier Inn Solihull Town Centre, Station Road SolihullWest Midlands, B913RX","Premier Inn, 68, Station Road, Solihull, , GB, West Midlands, B913RX",52.41486394,-1.7821455,52.41479245,-1.781545862,1,1,MATCH,True
60275,4657,"Days Inn by Wyndham Stafford, Roadchef Motorway Service Area, M6 Southbound Staffordshire, Stone, England, West Midlands, ST150XE","Days Inn, Stafford, West Midlands, ST150XE",52.872904,-2.161608,51.4723836,-3.1642311,1,1,MATCH,True
3901,7020,"Kaim Park Hotel, EDINBURGH ROAD, 17 BATHGATE, WEST LOTHIAN, EH481EP","Kaim Park Hotel, Edinburgh Road, Bathgate, West Lothian, EH481EP",55.89503555,-3.622211502,55.89502743,-3.623488422,1,1,MATCH,True
38557,5618,"London Kings Hotel, 254 Edgware Road Paddington London, Westminster, W21DS","London Kings Hotel, 254, Edgware Road, London, , GB, Westminster, W21DS",51.519122,-0.168851,51.5192195,-0.16860884,1,1,MATCH,True
6169,2435,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81536,-3.04875,53.8151365,-3.049272,1,1,MATCH,True
37452,4051,"Ridgemount Hotel, 65 67 Gower Street FitzroviaLondon, Camden, WC1E6HJ","Ridgemount Hotel, 65-67, Gower Street, London, Camden, WC1E6HJ",51.521839,-0.132043,51.52157565,-0.1319335,1,1,MATCH,True
16379,2713,"The Anchor Inn, 1 3 High Street, Isle of Wight, South East, PO317SA","The Anchor Inn, 1, High Street, Cowes, , GB, Isle of Wight, South East, PO317SA",50.761239,-1.297624,53.3219009,-3.8107319,1,1,MATCH,True
59074,5965,"Roslin Beach Hotel, 10 12 Thorpe Esplanade Thorpe BaySouthend-on-SeaEssex, East of England, SS13BG","Roslin Beach Hotel, 10-12, Thorpe Bay Esplanade, Southend-on-Sea, East of England, SS13BG",51.53005,0.74777,52.60915465,1.7364921,1,1,MATCH,True
24775,6643,"Fritton Arms Collection, Church Lane Fritton Norfolk, Great Yarmouth, East of England, NR319HA","Fritton Arms, Beccles Road, Great Yarmouth, East of England, NR319HA",52.54328,1.64992,51.50894325,-0.13146405,1,1,MATCH,True
11657,9150,"Oddfellows On The Park, Bruntwood Park Cheadle, Stockport, North West, SK81HX","Oddfellows On The Park, Bruntwood Park, Stockport, North West, SK81HX",53.38016,-2.212145,52.3319922,-0.22676375,1,1,MATCH,True
34718,516,"Peak Weavers 21 King Street LeekStaffordshire, Staffordshire Moorlands, West Midlands, ST135NW","Peak Weavers Hotel, 21, King Street, Staffordshire Moorlands, , United Kingdom, West Midlands, ST135NW",53.103269,-2.025859,54.1216638,-1.1915539,1,1,MATCH,True
