orig_indexA,orig_indexB,text_a,text_b,lat_a,long_a,lat_b,long_b,distance_m,prediction,true_label,generated_text,correct
33860,6192,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE",53.81535,-3.04847,53.81354,-3.04691,225.821306861828,0,0,NO_MATCH,True
33860,6251,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Avenue Guest House, 56 Reads Avenue Blackpool, North West, FY14DE",53.81535,-3.04847,53.813483,-3.046543,243.10943116638612,0,0,NO_MATCH,True
33860,33976,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Richley Hotel, 59 Hornby Road Blackpool, North West, FY14QJ",53.81535,-3.04847,53.81403,-3.04908,152.14225887271706,0,0,NO_MATCH,True
33860,6169,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF",53.81535,-3.04847,53.81536,-3.04875,18.41512694480881,0,0,NO_MATCH,True
33860,6169,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF",53.81535,-3.04847,53.81536,-3.04875,18.41512694480881,0,0,NO_MATCH,True
33860,33995,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF",53.81535,-3.04847,53.81517,-3.04876,27.62337960904763,0,0,NO_MATCH,True
33860,2441,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81535,-3.04847,53.8153313,-3.0486577,12.496402114664948,1,1,MATCH,True
33860,6223,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW",53.81535,-3.04847,53.81599,-3.04888,76.084635332972,0,0,NO_MATCH,True
33860,2479,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Norwood Hotel, 50-52, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE",53.81535,-3.04847,53.8144492,-3.0467397,151.44688834302258,0,0,NO_MATCH,True
33860,6219,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Four Rooms Blackpool B&B, 60 Reads Avenue Blackpool, North West, FY14DE",53.81535,-3.04847,53.81356,-3.04633,243.62684642796745,0,0,NO_MATCH,True
33860,6319,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ",53.81535,-3.04847,53.81396,-3.04886,156.66720749264502,0,0,NO_MATCH,True
33860,2440,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81535,-3.04847,53.815287,-3.0487811,21.591231241860807,1,0,MATCH,False
33860,2435,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81535,-3.04847,53.8151365,-3.049272,57.75486230974699,1,0,MATCH,False
38191,2641,"Park Hotel, 327 Cranbrook Road Ilford IlfordEssex, Redbridge, London, IG14UE","Park Hotel, 327, Cranbrook Road, Ilford, , GB, Redbridge, London, IG14UE",51.567836,0.06531,51.5676856,0.0650918,22.5196031386336,1,1,MATCH,True
11106,3746,"Boars Head Hotel, 120 Lammas Street Carmarthen, Carmarthenshire, SA313AE","Boars Head Hotel, 120, Lammas Street, Carmarthen, , GB, Carmarthenshire, SA313AE",51.85647,-4.309398,51.8563339,-4.3094389,15.392101561419606,1,1,MATCH,True
8218,8308,"Brighton Marina House Hotel B&B, 8 Charlotte Street Brighton, Brighton and Hove, South East, BN21AG","Brighton Surf Guest House, 16 Charlotte Street Brighton and Hove Brighton, South East, BN21AG",50.819282,-0.127786,50.819238,-0.12797,13.82086535462182,0,1,NO_MATCH,False
38870,8807,"Roseview Alexandra Palace Hotel, 2 Queens Avenue Muswell Hill Alexandra Palace Near East Finchley Muswell HillLondon, Haringey, N103NR","Roseview Hotel, 2, Queen's Avenue, London, Haringey, N103NR",51.591461,-0.143634,51.59169195,-0.143593132,25.835189012899484,1,1,MATCH,True
21266,3857,"Novotel Edinburgh Park, 15 Lochside Avenue Hermiston Gait Retail ParkEdinburgh, City of Edinburgh, EH129DJ","Novotel Edinburgh Park, 15, Lochside Avenue, Edinburgh, City of Edinburgh, EH129DJ",55.926292,-3.31033,55.92669255,-3.31104846,63.1430468009024,1,1,MATCH,True
5848,5852,"Blenheim Mount Hotel, 207 Promenade Blackpool, North West, FY15DL","Craig y Don, 211-213 Central Promenade Blackpool, North West, FY15DL",53.808334,-3.055364,53.808175,-3.05518,21.41356590586445,0,0,NO_MATCH,True
5848,6492,"Blenheim Mount Hotel, 207 Promenade Blackpool, North West, FY15DL","Blenheim Mount, 207, Promenade, Blackpool, North West, FY15DL",53.808334,-3.055364,53.80813985,-3.054967,33.845846681095026,1,1,MATCH,True
5848,33506,"Blenheim Mount Hotel, 207 Promenade Blackpool, North West, FY15DL","Craig y Don, 211-213 Central Promenade Blackpool, North West, FY15DL",53.808334,-3.055364,53.808175,-3.05518,21.41356590586445,0,0,NO_MATCH,True
37766,3946,"St Martins Lane, 45 St Martin's Lane London, Westminster, WC2N4HX","St Martins Lane Hotel, 45, St. Martin's Lane, London, Westminster, WC2N4HX",51.51042635,-0.126264647,51.51042635,-0.126264647,0.0,1,1,MATCH,True
37766,6643,"St Martins Lane, 45 St Martin's Lane London, Westminster, WC2N4HX","Fritton Arms, Beccles Road, Great Yarmouth, East of England, NR319HA",51.51042635,-0.126264647,51.50894325,-0.13146405,395.81940990106716,0,0,NO_MATCH,True
20822,9003,"The Cumberland Hotel, 34 36 Grand Parade EastbourneEast Sussex, South East, BN213YT","The Cumberland Hotel, 34-36, Grand Parade, Eastbourne, South East, BN213YT",50.76489,0.28918,50.7639446,0.2878227,141.9996417133459,1,1,MATCH,True
33959,6192,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE",53.81599,-3.04888,53.81354,-3.04691,301.5671834564714,0,0,NO_MATCH,True
33959,6251,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Avenue Guest House, 56 Reads Avenue Blackpool, North West, FY14DE",53.81599,-3.04888,53.813483,-3.046543,318.19604463744946,0,0,NO_MATCH,True
33959,33976,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","The Richley Hotel, 59 Hornby Road Blackpool, North West, FY14QJ",53.81599,-3.04888,53.81403,-3.04908,218.33719496052154,0,0,NO_MATCH,True
33959,6169,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF",53.81599,-3.04888,53.81536,-3.04875,70.57073142430924,0,0,NO_MATCH,True
33959,6169,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF",53.81599,-3.04888,53.81536,-3.04875,70.57073142430924,0,0,NO_MATCH,True
33959,33995,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF",53.81599,-3.04888,53.81517,-3.04876,91.51951817193276,0,0,NO_MATCH,True
33959,2441,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81599,-3.04888,53.8153313,-3.0486577,74.68379007435512,0,0,NO_MATCH,True
33959,6223,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW",53.81599,-3.04888,53.81599,-3.04888,0.0,1,1,MATCH,True
33959,2479,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Norwood Hotel, 50-52, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE",53.81599,-3.04888,53.8144492,-3.0467397,221.57625847079473,0,0,NO_MATCH,True
33959,6219,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Four Rooms Blackpool B&B, 60 Reads Avenue Blackpool, North West, FY14DE",53.81599,-3.04888,53.81356,-3.04633,317.8594393679399,0,0,NO_MATCH,True
33959,6319,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ",53.81599,-3.04888,53.81396,-3.04886,225.72951965342506,0,0,NO_MATCH,True
33959,2440,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81599,-3.04888,53.815287,-3.0487811,78.43919706208436,0,0,NO_MATCH,True
33959,2435,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81599,-3.04888,53.8151365,-3.049272,98.33195547397585,0,0,NO_MATCH,True
318,7796,"The Weem Inn, Weem Nr. AberfeldyPerth & Kinross, Perth and Kinross, PH152LD","The Weem Inn, Weem, Perth and Kinross, PH152LD",56.62582,-3.88641,56.6250433,-3.888691446,164.1172598611884,1,1,MATCH,True
5852,6492,"Craig y Don, 211-213 Central Promenade Blackpool, North West, FY15DL","Blenheim Mount, 207, Promenade, Blackpool, North West, FY15DL",53.808175,-3.05518,53.80813985,-3.054967,14.521374562546335,0,0,NO_MATCH,True
5852,33506,"Craig y Don, 211-213 Central Promenade Blackpool, North West, FY15DL","Craig y Don, 211-213 Central Promenade Blackpool, North West, FY15DL",53.808175,-3.05518,53.808175,-3.05518,0.0,1,1,MATCH,True
65851,65847,"The Windsor Hotel, South Parade Whitley BayTyne and Wear, North Tyneside, North East, NE262RF","Aald Northville, 23 South Parade Whitley BayTyne and Wear, North Tyneside, North East, NE262RE",55.043664,-1.442401,55.04298,-1.44295,83.71433237661529,0,0,NO_MATCH,True
65851,2607,"The Windsor Hotel, South Parade Whitley BayTyne and Wear, North Tyneside, North East, NE262RF","Dunes Hotel, South Parade, Whitley Bay, , United Kingdom, North Tyneside, North East, NE262RF",55.043664,-1.442401,55.0442002,-1.4425704,60.59160242244871,1,1,MATCH,True
65851,2608,"The Windsor Hotel, South Parade Whitley BayTyne and Wear, North Tyneside, North East, NE262RF","Aald Northville Hotel, South Parade, Whitley Bay, , United Kingdom, North Tyneside, North East, NE262RE",55.043664,-1.442401,55.0431555,-1.4434891,89.45775278572484,1,0,MATCH,False
5910,5675,"Waves, 12 Wilshaw Road Blackpool, North West, FY29SH","The Grosvenor View Guest house, King Edward Avenue, 7 BLACKPOOL, North West, FY29TD",53.833804,-3.053171,53.83517,-3.053352,152.3559083507884,0,0,NO_MATCH,True
5910,2333,"Waves, 12 Wilshaw Road Blackpool, North West, FY29SH","Brooklands Hotel, 28-30, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",53.833804,-3.053171,53.8353933,-3.0517413,200.0795308098562,0,0,NO_MATCH,True
5910,33280,"Waves, 12 Wilshaw Road Blackpool, North West, FY29SH","The Alpha Guest Accommodation, King Edward Avenue, 9 BLACKPOOL, North West, FY29TD",53.833804,-3.053171,53.83519,-3.053207,154.1342713672338,0,0,NO_MATCH,True
5910,2307,"Waves, 12 Wilshaw Road Blackpool, North West, FY29SH","Waves Hotel, 12, Willshaw Road, Blackpool, , United Kingdom, North West, FY29SH",53.833804,-3.053171,53.8378707,-3.0529705,452.3877465912465,1,1,MATCH,True
5910,33269,"Waves, 12 Wilshaw Road Blackpool, North West, FY29SH","The Grosvenor View Guest house, King Edward Avenue, 7 BLACKPOOL, North West, FY29TD",53.833804,-3.053171,53.83517,-3.053352,152.3559083507884,0,0,NO_MATCH,True
8183,4184,"Copthorne Hotel Merry Hill Dudley, The Waterfront, Level Street The WaterfrontBierley Hill Dudley, West Midlands, DY51UR","Copthorne Hotel Merry Hill Dudley, Level Street, Dudley, West Midlands, DY51UR",52.48499,-2.115558,52.4842017,-2.116247952,99.32851166046123,1,1,MATCH,True
33980,33442,"Sea Dreams Hotel, 2-4 Clifton Drive Blackpool, North West, FY41ND","The Colwyn Hotel, 569 New South Promenade Blackpool Lancashire, North West, FY41NG",53.78779,-3.05715,53.78606,-3.05754,194.0658221653533,0,0,NO_MATCH,True
33980,6240,"Sea Dreams Hotel, 2-4 Clifton Drive Blackpool, North West, FY41ND","Sea Dreams Hotel, 2-4 Clifton Drive Blackpool, North West, FY41ND",53.78779,-3.05715,53.78779,-3.05715,0.0,1,1,MATCH,True
33980,2375,"Sea Dreams Hotel, 2-4 Clifton Drive Blackpool, North West, FY41ND","The Colwyn Hotel, 569, New South Promenade, Blackpool, , United Kingdom, North West, FY41NG",53.78779,-3.05715,53.7863969,-3.0576059,157.77426315693074,0,0,NO_MATCH,True
27448,9294,"The Kinder Lodge, 10 New Mills Road HayfieldHigh Peak, East Midlands, SK222JG","Kinder Lodge, 10, New Mills Road, High Peak, , GB, East Midlands, SK222JG",53.378407,-1.946686,53.3784806,-1.946620412,9.2684329734081,1,1,MATCH,True
6192,6251,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","Avenue Guest House, 56 Reads Avenue Blackpool, North West, FY14DE",53.81354,-3.04691,53.813483,-3.046543,24.913688600197055,0,0,NO_MATCH,True
6192,33976,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","The Richley Hotel, 59 Hornby Road Blackpool, North West, FY14QJ",53.81354,-3.04691,53.81403,-3.04908,152.52585808992268,0,0,NO_MATCH,True
6192,6169,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF",53.81354,-3.04691,53.81536,-3.04875,235.68431450207189,0,0,NO_MATCH,True
6192,6169,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF",53.81354,-3.04691,53.81536,-3.04875,235.68431450207189,0,0,NO_MATCH,True
6192,33995,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF",53.81354,-3.04691,53.81517,-3.04876,218.1774310946169,0,0,NO_MATCH,True
6192,2441,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81354,-3.04691,53.8153313,-3.0486577,229.86608844417947,0,0,NO_MATCH,True
6192,6223,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW",53.81354,-3.04691,53.81599,-3.04888,301.5671834564714,0,0,NO_MATCH,True
6192,2479,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","Norwood Hotel, 50-52, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE",53.81354,-3.04691,53.8144492,-3.0467397,101.71475026307347,1,1,MATCH,True
6192,6219,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","Four Rooms Blackpool B&B, 60 Reads Avenue Blackpool, North West, FY14DE",53.81354,-3.04691,53.81356,-3.04633,38.142543672557714,0,0,NO_MATCH,True
6192,6319,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ",53.81354,-3.04691,53.81396,-3.04886,136.27161655354152,0,0,NO_MATCH,True
6192,2440,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81354,-3.04691,53.815287,-3.0487811,229.83688409218726,0,0,NO_MATCH,True
6192,2435,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81354,-3.04691,53.8151365,-3.049272,235.7105872058318,0,0,NO_MATCH,True
